BOR;AN;FI;RS;FI_EJ;DIALY;UDM;NBUDM;PATUM;CAPA;NBPAT;SEAN;SEA_HOS;PREPLI;SEM;NVPAT;NVPERIT
DIALYSE;2021;650788573;AAIR UAD MAUBOURGUET;310000633;1140X;;;;6;10;1536;;;;;
DIALYSE;2021;650788573;AAIR UAD MAUBOURGUET;310000633;TOT;0;;;;;;;2;;;
DIALYSE;2021;650788599;AAIR UAD LANNEMEZAN;310000633;1140X;;;;6;13;2258;;;;;
DIALYSE;2021;650788599;AAIR UAD LANNEMEZAN;310000633;TOT;0;;;;;;;2;;;
DIALYSE;2021;650788607;AAIR UAD UDM LOURDES;310000633;1130X;;;;3;7;1051;;;;;
DIALYSE;2021;650788607;AAIR UAD UDM LOURDES;310000633;1140X;;;;5;7;1125;;;;;
DIALYSE;2021;650788607;AAIR UAD UDM LOURDES;310000633;TOT;0;;;;;;;2;;;
DIALYSE;2021;650788615;AAIR UAD TARBES;310000633;1140X;;;;12;40;5625;;;;;
DIALYSE;2021;650788615;AAIR UAD TARBES;310000633;TOT;0;;;;;;;2;;;
DIALYSE;2021;660000084;CH PERPIGNAN;660780180;112AX;;;;6;;844;;;;;
DIALYSE;2021;660000084;CH PERPIGNAN;660780180;112BA;;;;36;110;17409;;;;;
DIALYSE;2021;660000084;CH PERPIGNAN;660780180;1140X;;;;6;;1142;;;;;
DIALYSE;2021;660000084;CH PERPIGNAN;660780180;122AX;;;;2;;;;;10;;
DIALYSE;2021;660000084;CH PERPIGNAN;660780180;TOT;0;;;;;;2124;2;;64;10
DIALYSE;2021;660004953;MEDIPOLE UAD LE SOLER;660790379;1140X;;;;10;15;3051;;;;;
DIALYSE;2021;660004961;MEDIPOLE UAD ARGELES SUR MER;660790379;1140X;;;;10;20;2971;;;;;
DIALYSE;2021;660004979;MEDIPOLE UAD ST LAURENT DE LA SALANQUE;660790379;1140X;;;;10;16;2625;;;;;
DIALYSE;2021;660005182;AIDER SANTE UAD ELNE;340000264;1140X;;;;6;12;1612;;;;;
DIALYSE;2021;660005190;AIDER SANTE UAD FONT ROMEU;340000264;1140X;;;;6;1;308;;;;;
DIALYSE;2021;660005208;AIDER SANTE UAD LE BOULOU;340000264;1140X;;;;5;8;1297;;;;;
DIALYSE;2021;660005216;AIDER SANTE UAD CH PERPIGNAN;340000264;112AX;;;;3;9;1690;;;;;
DIALYSE;2021;660005216;AIDER SANTE UAD CH PERPIGNAN;340000264;1140X;;;;16;60;8842;;;;;
DIALYSE;2021;660005216;AIDER SANTE UAD CH PERPIGNAN;340000264;TOT;0;;;;;;0;;;2;0
DIALYSE;2021;660005687;MEDIPOLE UAD PRADES;660790379;1140X;;;;8;13;2223;;;;;
DIALYSE;2021;660790387;POLYCL MEDIPOLE ST ROCH;660790379;112AX;;;;1;8;447;;;;;
DIALYSE;2021;660790387;POLYCL MEDIPOLE ST ROCH;660790379;112BA;;;;32;105;18666;;;;;
DIALYSE;2021;660790387;POLYCL MEDIPOLE ST ROCH;660790379;1130X;;;;21;69;9951;;;;;
DIALYSE;2021;660790387;POLYCL MEDIPOLE ST ROCH;660790379;1210;;;;;18;;;;1260;;
DIALYSE;2021;660790387;POLYCL MEDIPOLE ST ROCH;660790379;121AX;;;;;2;;;;104;;
DIALYSE;2021;660790387;POLYCL MEDIPOLE ST ROCH;660790379;121CX;;;;1;16;;;;1156;;
DIALYSE;2021;660790387;POLYCL MEDIPOLE ST ROCH;660790379;122AX;;;;1;0;;;;187;;
DIALYSE;2021;660790387;POLYCL MEDIPOLE ST ROCH;660790379;122BX;;;;3;0;;;;30;;
DIALYSE;2021;660790387;POLYCL MEDIPOLE ST ROCH;660790379;TOT;0;;;;;;930;2;;72;8
DIALYSE;2021;660790387;POLYCL MEDIPOLE ST ROCH;660790379;VACAN;;;;;;756;;;;;
DIALYSE;2021;670000025;HOPITAL CIVIL / NOUVEL HOPITAL CIVIL;670780055;112BA;;;;32;154;22419;;;;;
DIALYSE;2021;670000025;HOPITAL CIVIL / NOUVEL HOPITAL CIVIL;670780055;122AX;;;;2;1;;;;81;;
DIALYSE;2021;670000025;HOPITAL CIVIL / NOUVEL HOPITAL CIVIL;670780055;TOT;0;;;;;;1535;;;31;10
DIALYSE;2021;670000157;CENTRE HOSPITALIER DE HAGUENAU;670780337;112BA;;;;15;56;8419;;;;;
DIALYSE;2021;670000157;CENTRE HOSPITALIER DE HAGUENAU;670780337;122BX;;;;;3;;;;504;;
DIALYSE;2021;670000157;CENTRE HOSPITALIER DE HAGUENAU;670780337;TOT;0;;;;;;1626;;;;
DIALYSE;2021;670002187;CENTRE D'AUTODIALYSE AURAL BERGSON;670000652;112AX;;;;1;;10;;;;;
DIALYSE;2021;670002187;CENTRE D'AUTODIALYSE AURAL BERGSON;670000652;112BA;;;;20;102;16470;;;;;
DIALYSE;2021;670002187;CENTRE D'AUTODIALYSE AURAL BERGSON;670000652;1130X;;;;28;109;17279;;;;;
DIALYSE;2021;670002187;CENTRE D'AUTODIALYSE AURAL BERGSON;670000652;1140X;;;;3;8;1561;;;;;
DIALYSE;2021;670002187;CENTRE D'AUTODIALYSE AURAL BERGSON;670000652;1150A;;;;13;13;2601;;;;;
DIALYSE;2021;670002187;CENTRE D'AUTODIALYSE AURAL BERGSON;670000652;1210;;;;;172;;;;8592;;
DIALYSE;2021;670002187;CENTRE D'AUTODIALYSE AURAL BERGSON;670000652;121AX;;;;;100;;;;4975;;
DIALYSE;2021;670002187;CENTRE D'AUTODIALYSE AURAL BERGSON;670000652;121CX;;;;72;72;;;;3617;;
DIALYSE;2021;670002187;CENTRE D'AUTODIALYSE AURAL BERGSON;670000652;122AX;;;;0;;;;;11;;
DIALYSE;2021;670002187;CENTRE D'AUTODIALYSE AURAL BERGSON;670000652;TOT;0;;;;;;0;4;;116;82
DIALYSE;2021;670013895;UNITE DE DIALYSE AURAL SAVERNE;670000652;112AX;;;;1;;62;;;;;
DIALYSE;2021;670013895;UNITE DE DIALYSE AURAL SAVERNE;670000652;112BA;;;;4;16;1375;;;;;
DIALYSE;2021;670013895;UNITE DE DIALYSE AURAL SAVERNE;670000652;1130X;;;;12;44;6710;;;;;
DIALYSE;2021;670013895;UNITE DE DIALYSE AURAL SAVERNE;670000652;1140X;;;;1;2;502;;;;;
DIALYSE;2021;670013895;UNITE DE DIALYSE AURAL SAVERNE;670000652;TOT;0;;;;;;0;2;;10;
DIALYSE;2021;670780212;CLINIQUE SAINTE-ANNE;670014604;112BA;;;;38;;20184;;;;;
DIALYSE;2021;670780212;CLINIQUE SAINTE-ANNE;670014604;122AX;;;;3;;;;;0;;
DIALYSE;2021;670780212;CLINIQUE SAINTE-ANNE;670014604;122BX;;;;22;;;;;398;;
DIALYSE;2021;670780212;CLINIQUE SAINTE-ANNE;670014604;TOT;0;;;;;;1393;3;;;
DIALYSE;2021;670783273;HOPITAL DE HAUTEPIERRE;670780055;112BE;;;;5;3;572;;;;;
DIALYSE;2021;670783273;HOPITAL DE HAUTEPIERRE;670780055;TOT;0;;;;;;211;;;13;13
DIALYSE;2021;670795921;CENTRE DE DIALYSE AURAL HAGUENAU;670000652;112AX;;;;1;2;263;;;;;
DIALYSE;2021;670795921;CENTRE DE DIALYSE AURAL HAGUENAU;670000652;112BA;;;;20;74;10238;;;;;
DIALYSE;2021;670795921;CENTRE DE DIALYSE AURAL HAGUENAU;670000652;1130X;;;;15;51;8357;;;;;
DIALYSE;2021;670795921;CENTRE DE DIALYSE AURAL HAGUENAU;670000652;1140X;;;;2;5;782;;;;;
DIALYSE;2021;670795921;CENTRE DE DIALYSE AURAL HAGUENAU;670000652;TOT;0;;;;;;0;2;;50;
DIALYSE;2021;670799667;AURAL - CLINIQUE SAINTE ANNE;670000652;1130X;;;;23;94;14043;;;;;
DIALYSE;2021;670799667;AURAL - CLINIQUE SAINTE ANNE;670000652;1140X;;;;1;1;150;;;;;
DIALYSE;2021;670799667;AURAL - CLINIQUE SAINTE ANNE;670000652;TOT;0;;;;;;0;2;;38;
DIALYSE;2021;680000338;CENTRE DE DIALYSE DIAVERUM MULHOUSE;690049879;112BA;;;;25;144;17763;;;;;
DIALYSE;2021;680000338;CENTRE DE DIALYSE DIAVERUM MULHOUSE;690049879;1130X;;;;10;31;8467;;;;;
DIALYSE;2021;680000338;CENTRE DE DIALYSE DIAVERUM MULHOUSE;690049879;1140X;;;;4;4;67;;;;;
DIALYSE;2021;680000338;CENTRE DE DIALYSE DIAVERUM MULHOUSE;690049879;TOT;0;;;;;;0;;;69;
DIALYSE;2021;680000684;HOPITAL LOUIS PASTEUR;680000973;112BA;;;;16;;12806;;;;;
DIALYSE;2021;680000684;HOPITAL LOUIS PASTEUR;680000973;1210;;;;;28;;;;1430;;
DIALYSE;2021;680000684;HOPITAL LOUIS PASTEUR;680000973;121AX;;;;;20;;;;900;;
DIALYSE;2021;680000684;HOPITAL LOUIS PASTEUR;680000973;121CX;;;;8;8;;;;530;;
DIALYSE;2021;680000684;HOPITAL LOUIS PASTEUR;680000973;122AX;;;;65;0;;;;52;;
DIALYSE;2021;680000684;HOPITAL LOUIS PASTEUR;680000973;122BX;;;;4;2;;;;95;;
DIALYSE;2021;680000684;HOPITAL LOUIS PASTEUR;680000973;TOT;0;;;;;;1390;;;63;13
DIALYSE;2021;680004546;HOPITAL EMILE MULLER;680020336;112BA;;;;28;134;16882;;;;;
DIALYSE;2021;680004546;HOPITAL EMILE MULLER;680020336;1210;;;;;32;;;;;;
DIALYSE;2021;680004546;HOPITAL EMILE MULLER;680020336;121AX;;;;;22;;;;;;
DIALYSE;2021;680004546;HOPITAL EMILE MULLER;680020336;121CX;;;;;10;;;;;;
DIALYSE;2021;680004546;HOPITAL EMILE MULLER;680020336;122BX;;;;1;3;;;;109;;
DIALYSE;2021;680004546;HOPITAL EMILE MULLER;680020336;TOT;0;;;;;;2774;;;;14
DIALYSE;2021;680010824;UNITE AUTODIALYSE AURAL COLMAR;670000652;112AX;;;;1;;100;;;;;
DIALYSE;2021;680010824;UNITE AUTODIALYSE AURAL COLMAR;670000652;1130X;;;;32;116;17267;;;;;
DIALYSE;2021;680010824;UNITE AUTODIALYSE AURAL COLMAR;670000652;1140X;;;;5;7;1377;;;;;
DIALYSE;2021;680010824;UNITE AUTODIALYSE AURAL COLMAR;670000652;TOT;0;;;;;;0;2;;30;
DIALYSE;2021;680013778;UNITE AUTODIALYSE AURAL MULHOUSE;670000652;1130X;;;;34;118;18057;;;;;
DIALYSE;2021;680013778;UNITE AUTODIALYSE AURAL MULHOUSE;670000652;1140X;;;;1;1;156;;;;;
DIALYSE;2021;680013778;UNITE AUTODIALYSE AURAL MULHOUSE;670000652;TOT;0;;;;;;0;2;;32;
DIALYSE;2021;690004718;AURAL UNITE DIALYSE HOP CROIX ROUSSE;690796552;1130X;;;;12;26;3462;;;;;
DIALYSE;2021;690007539;HOPITAL FEMME MERE ENFANT - HCL;690781810;112BA;;;;;;36;;;;;
DIALYSE;2021;690007539;HOPITAL FEMME MERE ENFANT - HCL;690781810;112BE;;;;6;;2114;;;;;
DIALYSE;2021;690007539;HOPITAL FEMME MERE ENFANT - HCL;690781810;122AX;;;;1;;;;;120;;
DIALYSE;2021;690007539;HOPITAL FEMME MERE ENFANT - HCL;690781810;TOT;0;;;;;;245;;;;
DIALYSE;2021;690022009;AURAL UNITE DIALYSE LYON 8EME VILLON;690796552;112AX;;;;10;19;2960;;;;;
DIALYSE;2021;690022009;AURAL UNITE DIALYSE LYON 8EME VILLON;690796552;1130X;;;;40;110;18837;;;;;
DIALYSE;2021;690022009;AURAL UNITE DIALYSE LYON 8EME VILLON;690796552;1140X;;;;8;26;4316;;;;;
DIALYSE;2021;690022009;AURAL UNITE DIALYSE LYON 8EME VILLON;690796552;1150A;;;;13;13;3264;;;;;
DIALYSE;2021;690022009;AURAL UNITE DIALYSE LYON 8EME VILLON;690796552;1210;;;;;51;;;;2505;;
DIALYSE;2021;690022009;AURAL UNITE DIALYSE LYON 8EME VILLON;690796552;121AX;;;;;22;;;;1050;;
DIALYSE;2021;690022009;AURAL UNITE DIALYSE LYON 8EME VILLON;690796552;121CX;;;;32;29;;;;1455;;
DIALYSE;2021;690022009;AURAL UNITE DIALYSE LYON 8EME VILLON;690796552;122AX;;;;2;0;;;;374;;
DIALYSE;2021;690022009;AURAL UNITE DIALYSE LYON 8EME VILLON;690796552;TOT;1;2;46;;;;;1;;;
DIALYSE;2021;690022058;CALYDIAL - VENISSIEUX;690002225;112AX;;;;4;7;2348;;;;;
DIALYSE;2021;690022058;CALYDIAL - VENISSIEUX;690002225;112BA;;;;8;49;5665;;;;;
DIALYSE;2021;690022058;CALYDIAL - VENISSIEUX;690002225;1130X;;;;8;15;2811;;;;;
DIALYSE;2021;690022058;CALYDIAL - VENISSIEUX;690002225;TOT;1;1;32;;;;;1;;;
DIALYSE;2021;690023098;CALYDIAL - PIERRE-BENITE;690002225;112AX;;;;2;2;301;;;;;
DIALYSE;2021;690023098;CALYDIAL - PIERRE-BENITE;690002225;1130X;;;;14;32;5387;;;;;
DIALYSE;2021;690023098;CALYDIAL - PIERRE-BENITE;690002225;TOT;0;;;;;;;1;;;
DIALYSE;2021;690023411;HOPITAL PRIVE JEAN MERMOZ;690000252;112BA;;;;16;60;8725;;;;;
DIALYSE;2021;690023411;HOPITAL PRIVE JEAN MERMOZ;690000252;1130X;;;;16;16;1713;;;;;
DIALYSE;2021;690023411;HOPITAL PRIVE JEAN MERMOZ;690000252;TOT;0;;;;;;150;;;;
DIALYSE;2021;690024773;CALYDIAL - IRIGNY;690002225;112AX;;;;2;2;341;;;;;
DIALYSE;2021;690024773;CALYDIAL - IRIGNY;690002225;1140X;;;;6;14;2026;;;;;
DIALYSE;2021;690024773;CALYDIAL - IRIGNY;690002225;1150A;;;;7;11;2276;;;;;
DIALYSE;2021;690024773;CALYDIAL - IRIGNY;690002225;1210;;;;;35;;;;1877;;
DIALYSE;2021;690024773;CALYDIAL - IRIGNY;690002225;121AX;;;;;33;;;;1806;;
DIALYSE;2021;690024773;CALYDIAL - IRIGNY;690002225;121CX;;;;1;2;;;;71;;
DIALYSE;2021;690024773;CALYDIAL - IRIGNY;690002225;122AX;;;;1;9;;;;148;;
DIALYSE;2021;690024773;CALYDIAL - IRIGNY;690002225;122BX;;;;1;0;;;;48;;
DIALYSE;2021;690024773;CALYDIAL - IRIGNY;690002225;TOT;0;;;;;;;;;94;20
DIALYSE;2021;690030770;CENTRE DE DIALYSE ATIRRA - GLEIZE;920033537;112BA;;;;18;81;12785;;;;;
DIALYSE;2021;690030770;CENTRE DE DIALYSE ATIRRA - GLEIZE;920033537;1130X;;;;3;15;1968;;;;;
DIALYSE;2021;690030770;CENTRE DE DIALYSE ATIRRA - GLEIZE;920033537;TOT;0;;;;;;;;;;
DIALYSE;2021;690031513;NEPHROCARE RILLIEUX;690000278;1140X;;;;6;17;2775;;;;;
DIALYSE;2021;690041124;MEDIPOLE HOPITAL PRIVE;690000724;112AX;;;;1;;790;;;;;
DIALYSE;2021;690041124;MEDIPOLE HOPITAL PRIVE;690000724;112BA;;;;30;;20478;;;;;
DIALYSE;2021;690041124;MEDIPOLE HOPITAL PRIVE;690000724;1130X;;;;29;;13221;;;;;
DIALYSE;2021;690041124;MEDIPOLE HOPITAL PRIVE;690000724;1140X;;;;;;2962;;;;;
DIALYSE;2021;690041124;MEDIPOLE HOPITAL PRIVE;690000724;1150A;;;;;;1041;;;;;
DIALYSE;2021;690041124;MEDIPOLE HOPITAL PRIVE;690000724;1210;;;;;;;;;1333;;
DIALYSE;2021;690041124;MEDIPOLE HOPITAL PRIVE;690000724;121AX;;;;;;;;;1014;;
DIALYSE;2021;690041124;MEDIPOLE HOPITAL PRIVE;690000724;121CX;;;;1;;;;;319;;
DIALYSE;2021;690041124;MEDIPOLE HOPITAL PRIVE;690000724;122AX;;;;1;;;;;334;;
DIALYSE;2021;690041124;MEDIPOLE HOPITAL PRIVE;690000724;TOT;0;;;;;;753;1;;;
DIALYSE;2021;690048392;AURAL UNITE DIALYSE LE MONT CALME;690796552;1130X;;;;2;4;913;;;;;
DIALYSE;2021;690048392;AURAL UNITE DIALYSE LE MONT CALME;690796552;1140X;;;;6;6;856;;;;;
DIALYSE;2021;690780499;NEPHROCARE TASSIN-CHARCOT;690000278;112AX;;;;5;20;691;;;;;
DIALYSE;2021;690780499;NEPHROCARE TASSIN-CHARCOT;690000278;112BA;;;;56;184;27713;;;;;
DIALYSE;2021;690780499;NEPHROCARE TASSIN-CHARCOT;690000278;1130X;;;;8;47;7127;;;;;
DIALYSE;2021;690780499;NEPHROCARE TASSIN-CHARCOT;690000278;1140X;;;;6;4;463;;;;;
DIALYSE;2021;690780499;NEPHROCARE TASSIN-CHARCOT;690000278;1150A;;;;5;7;1243;;;;;
DIALYSE;2021;690780499;NEPHROCARE TASSIN-CHARCOT;690000278;TOT;1;1;16;;;;0;6;;;
DIALYSE;2021;690783154;HOPITAL EDOUARD HERRIOT - HCL;690781810;112BA;;;;25;103;14983;;;;;
DIALYSE;2021;690783154;HOPITAL EDOUARD HERRIOT - HCL;690781810;112BE;;;;0;;27;;;;;
DIALYSE;2021;690783154;HOPITAL EDOUARD HERRIOT - HCL;690781810;TOT;0;;;;;;3002;;;;
DIALYSE;2021;690784137;HOPITAL LYON SUD - HCL;690781810;112BA;;;;22;69;9832;;;;;
DIALYSE;2021;690784137;HOPITAL LYON SUD - HCL;690781810;TOT;0;;;;;;1659;;;;
DIALYSE;2021;690784194;HOPITAL DES CHARPENNES - HCL;690781810;TOT;0;;;;;;9;;;;
DIALYSE;2021;690795489;CALYDIAL - LYON 3EME;690002225;1140X;;;;5;7;1050;;;;;
DIALYSE;2021;690804018;AURAL UNITE DIALYSE CH VILLEFRANCHE;690796552;1130X;;;;8;28;3571;;;;;
DIALYSE;2021;690805361;CH ST JOSEPH ST LUC;690805353;112AX;;;;2;0;66;;;;;
DIALYSE;2021;690805361;CH ST JOSEPH ST LUC;690805353;112BA;;;;27;69;10498;;;;;
DIALYSE;2021;690805361;CH ST JOSEPH ST LUC;690805353;1130X;;;;18;19;2592;;;;;
DIALYSE;2021;690805361;CH ST JOSEPH ST LUC;690805353;TOT;0;;;;;;697;3;;29;3
DIALYSE;2021;690805361;CH ST JOSEPH ST LUC;690805353;VACAN;;;;1;1;52;;;;;
DIALYSE;2021;700000029;GH HAUTE SAONE SITE VESOUL;700004591;112BA;;;;13;53;7736;;;;;
DIALYSE;2021;700000029;GH HAUTE SAONE SITE VESOUL;700004591;1210;;;;;1;;;;;;
DIALYSE;2021;700000029;GH HAUTE SAONE SITE VESOUL;700004591;121CX;;;;;1;;;;;;
DIALYSE;2021;700000029;GH HAUTE SAONE SITE VESOUL;700004591;122AX;;;;2;1;;;;;;
DIALYSE;2021;700000029;GH HAUTE SAONE SITE VESOUL;700004591;122BX;;;;8;;;;;232;;
DIALYSE;2021;700000029;GH HAUTE SAONE SITE VESOUL;700004591;TOT;0;;;;;;758;1;;68;3
DIALYSE;2021;700003577;UNITE DIALYSE SANTELYS VESOUL;210012290;112AX;;;;1;1;136;;;;;
DIALYSE;2021;700003577;UNITE DIALYSE SANTELYS VESOUL;210012290;1130X;;;;12;37;5089;;;;;
DIALYSE;2021;700003577;UNITE DIALYSE SANTELYS VESOUL;210012290;1140X;;;;3;5;593;;;;;
DIALYSE;2021;700003577;UNITE DIALYSE SANTELYS VESOUL;210012290;1150A;;;;6;6;1903;;;;;
DIALYSE;2021;700003577;UNITE DIALYSE SANTELYS VESOUL;210012290;1210;;;;;16;;;;943;;
DIALYSE;2021;700003577;UNITE DIALYSE SANTELYS VESOUL;210012290;121AX;;;;;13;;;;740;;
DIALYSE;2021;700003577;UNITE DIALYSE SANTELYS VESOUL;210012290;121CX;;;;3;3;;;;203;;
DIALYSE;2021;700003577;UNITE DIALYSE SANTELYS VESOUL;210012290;TOT;1;1;42;;;;;;;;
DIALYSE;2021;700780208;GH HAUTE SAONE SITE LURE;700004591;TOT;0;;;;;;5;;;;
DIALYSE;2021;710010166;UNITE DE DIALYSE DE MONTCEAU;210012290;1130X;;;;18;60;8736;;;;;
DIALYSE;2021;710010166;UNITE DE DIALYSE DE MONTCEAU;210012290;1140X;;;;4;8;1170;;;;;
DIALYSE;2021;710010166;UNITE DE DIALYSE DE MONTCEAU;210012290;TOT;1;1;35;;;;;;;;
DIALYSE;2021;710780917;HOPITAL PRIVE SAINTE MARIE;710000274;1130X;;;;8;;6128;;;;;
DIALYSE;2021;710970658;ANTENNE DIALYSE DE MACON;210012290;112AX;;;;2;3;290;;;;;
DIALYSE;2021;710970658;ANTENNE DIALYSE DE MACON;210012290;1150A;;;;5;5;1118;;;;;
DIALYSE;2021;710970658;ANTENNE DIALYSE DE MACON;210012290;1210;;;;;24;;;;1197;;
DIALYSE;2021;710970658;ANTENNE DIALYSE DE MACON;210012290;121AX;;;;;15;;;;755;;
DIALYSE;2021;710970658;ANTENNE DIALYSE DE MACON;210012290;121CX;;;;9;9;;;;442;;
DIALYSE;2021;710970658;ANTENNE DIALYSE DE MACON;210012290;TOT;0;;;;;;;;;;
DIALYSE;2021;710973504;ANTENNE DIALYSE DE CHALON SUR SAONE;210012290;112AX;;;;2;;147;;;;;
DIALYSE;2021;710973504;ANTENNE DIALYSE DE CHALON SUR SAONE;210012290;1150A;;;;2;2;768;;;;;
DIALYSE;2021;710973504;ANTENNE DIALYSE DE CHALON SUR SAONE;210012290;1210;;;;;20;;;;1142;;
DIALYSE;2021;710973504;ANTENNE DIALYSE DE CHALON SUR SAONE;210012290;121AX;;;;;14;;;;817;;
DIALYSE;2021;710973504;ANTENNE DIALYSE DE CHALON SUR SAONE;210012290;121CX;;;;6;6;;;;325;;
DIALYSE;2021;710973504;ANTENNE DIALYSE DE CHALON SUR SAONE;210012290;TOT;0;;;;;;;;;;
DIALYSE;2021;710974502;UNITE DE DIALYSE DE CHALON SAINT REMY;210012290;1130X;;;;1;;22;;;;;
DIALYSE;2021;710974502;UNITE DE DIALYSE DE CHALON SAINT REMY;210012290;1140X;;;;7;7;1354;;;;;
DIALYSE;2021;710974528;UNITE DE DIALYSE DE MACON CHANAUX;210012290;1130X;;;;12;39;5879;;;;;
DIALYSE;2021;710974528;UNITE DE DIALYSE DE MACON CHANAUX;210012290;1140X;;;;4;4;684;;;;;
DIALYSE;2021;710978263;CH WILLIAM MOREY CHALON SUR SAONE;710780958;112BA;;;;21;94;13222;;;;;
DIALYSE;2021;710978263;CH WILLIAM MOREY CHALON SUR SAONE;710780958;122AX;;;;1;;;;;0;;
DIALYSE;2021;710978263;CH WILLIAM MOREY CHALON SUR SAONE;710780958;TOT;0;;;;;;1053;;;7;0
DIALYSE;2021;710978289;CH LES CHANAUX MACON;710780263;112BA;;;;20;200;9620;;;;;
DIALYSE;2021;710978289;CH LES CHANAUX MACON;710780263;1210;;;;;26;;;;13;;
DIALYSE;2021;710978289;CH LES CHANAUX MACON;710780263;121AX;;;;;17;;;;8;;
DIALYSE;2021;710978289;CH LES CHANAUX MACON;710780263;121CX;;;;1;9;;;;5;;
DIALYSE;2021;710978289;CH LES CHANAUX MACON;710780263;122AX;;;;1;0;;;;52;;
DIALYSE;2021;710978289;CH LES CHANAUX MACON;710780263;122BX;;;;2;1;;;;43;;
DIALYSE;2021;710978289;CH LES CHANAUX MACON;710780263;TOT;1;1;;;;;774;1;;30;9
DIALYSE;2021;720000033;CENTRE HOSPITALIER DU MANS;720000025;112AX;;;;4;8;936;;;;;
DIALYSE;2021;720000033;CENTRE HOSPITALIER DU MANS;720000025;112BA;;;;25;;14120;;;;;
DIALYSE;2021;720000033;CENTRE HOSPITALIER DU MANS;720000025;112BE;;;;0;;29;;;;;
DIALYSE;2021;720000033;CENTRE HOSPITALIER DU MANS;720000025;1130X;;;;12;12;1796;;;;;
DIALYSE;2021;720000033;CENTRE HOSPITALIER DU MANS;720000025;1150A;;;;2;5;;;;;;
DIALYSE;2021;720000033;CENTRE HOSPITALIER DU MANS;720000025;1210;;;;;22;;;;6218;;
DIALYSE;2021;720000033;CENTRE HOSPITALIER DU MANS;720000025;121AX;;;;;14;;;;1850;;
DIALYSE;2021;720000033;CENTRE HOSPITALIER DU MANS;720000025;121CX;;;;2;8;;;;4368;;
DIALYSE;2021;720000033;CENTRE HOSPITALIER DU MANS;720000025;122AX;;;;2;22;;;;124;;
DIALYSE;2021;720000033;CENTRE HOSPITALIER DU MANS;720000025;122BX;;;;2;;;;;234;;
DIALYSE;2021;720000033;CENTRE HOSPITALIER DU MANS;720000025;TOT;0;;;;;;1136;;;86;12
DIALYSE;2021;720003441;CENTRE DIALYSE ECHO LE MANS CH;440002590;112BA;;;;14;58;9387;;;;;
DIALYSE;2021;720003441;CENTRE DIALYSE ECHO LE MANS CH;440002590;1130X;;;;2;6;922;;;;;
DIALYSE;2021;720003441;CENTRE DIALYSE ECHO LE MANS CH;440002590;TOT;0;;;;;;990;;;8;
DIALYSE;2021;720016690;DIALYSE ECHO LE MANS BICHAT;440002590;1140X;;;;12;7;1201;;;;;
DIALYSE;2021;720016690;DIALYSE ECHO LE MANS BICHAT;440002590;TOT;0;;;;;;;;;1;
DIALYSE;2021;720016831;DIALYSE ECHO SABLE SUR SARTHE;440002590;1140X;;;;6;8;1216;;;;;
DIALYSE;2021;720016831;DIALYSE ECHO SABLE SUR SARTHE;440002590;TOT;0;;;;;;1;;;;
DIALYSE;2021;720017755;DIALYSE ECHO LA FERTE BERNARD;440002590;1140X;;;;6;5;567;;;;;
DIALYSE;2021;720017755;DIALYSE ECHO LA FERTE BERNARD;440002590;TOT;0;;;;;;3;;;1;
DIALYSE;2021;720017839;CENTRE DIALYSE ECHO LE MANS PSS;440002590;112AX;;;;2;1;230;;;;;
DIALYSE;2021;720017839;CENTRE DIALYSE ECHO LE MANS PSS;440002590;112BA;;;;22;85;12051;;;;;
DIALYSE;2021;720017839;CENTRE DIALYSE ECHO LE MANS PSS;440002590;1130X;;;;10;26;3826;;;;;
DIALYSE;2021;720017839;CENTRE DIALYSE ECHO LE MANS PSS;440002590;122AX;;;;1;1;;;;457;;
DIALYSE;2021;720017839;CENTRE DIALYSE ECHO LE MANS PSS;440002590;TOT;1;1;3;;;;1214;14;;13;
DIALYSE;2021;730000031;CHMS CHAMBERY NH;730000015;112AX;;;;4;4;249;;;;;
DIALYSE;2021;730000031;CHMS CHAMBERY NH;730000015;112BA;;;;28;100;12609;;;;;
DIALYSE;2021;730000031;CHMS CHAMBERY NH;730000015;122AX;;;;2;3;;;;249;;
DIALYSE;2021;730000031;CHMS CHAMBERY NH;730000015;122BX;;;;;8;;;;653;;
DIALYSE;2021;730000031;CHMS CHAMBERY NH;730000015;TOT;0;;;;;;2193;;;;
DIALYSE;2021;730000924;AURAL UNITE DIALYSE CHAMBERY;690796552;1130X;;;;22;68;10060;;;;;
DIALYSE;2021;730000924;AURAL UNITE DIALYSE CHAMBERY;690796552;1210;;;;;9;;;;407;;
DIALYSE;2021;730000924;AURAL UNITE DIALYSE CHAMBERY;690796552;121AX;;;;;9;;;;399;;
DIALYSE;2021;730000924;AURAL UNITE DIALYSE CHAMBERY;690796552;121CX;;;;1;0;;;;8;;
DIALYSE;2021;730000924;AURAL UNITE DIALYSE CHAMBERY;690796552;TOT;1;1;43;;;;;;;;
DIALYSE;2021;730005709;AGDUC CENTRE DE DIALYSE CHAMBERY;380793802;1210;;;;;14;;;;668;;
DIALYSE;2021;730005709;AGDUC CENTRE DE DIALYSE CHAMBERY;380793802;121AX;;;;;5;;;;267;;
DIALYSE;2021;730005709;AGDUC CENTRE DE DIALYSE CHAMBERY;380793802;121CX;;;;9;9;;;;401;;
