BOR;AN;FI;RS;GRP;FI_ET;RS_ET;FI_EJ
STB;2021;510000185;POLYCLINIQUE DE COURLANCY;09;;;510000532
STB;2021;510000201;RESIDENCE MEDICALE JEAN D'ORBAIS;09;;;750034589
STB;2021;510000219;ETABT PUBLIC DE SANTE MENTALE MARNE;04;510003676;HOPITAL DE JOUR - EPSM-MARNE;510000052
STB;2021;510000219;ETABT PUBLIC DE SANTE MENTALE MARNE;04;510006984;CMP CATTP -ANTONIN ARTAUD- EPSM MARNE;510000052
STB;2021;510000219;ETABT PUBLIC DE SANTE MENTALE MARNE;04;510007008;CMP CATTP ADULTES DE VITRY EPSM MARNE;510000052
STB;2021;510000219;ETABT PUBLIC DE SANTE MENTALE MARNE;04;510007016;CMP CATTP ADULTES D'EPERNAY EPSM MARNE;510000052
STB;2021;510000219;ETABT PUBLIC DE SANTE MENTALE MARNE;04;510010614;CMP CATTP SEZANNE ADULTES - EPSM MARNE;510000052
STB;2021;510000219;ETABT PUBLIC DE SANTE MENTALE MARNE;04;510012552;HOPITAL DE JOUR -WINNICOTT- EPSM MARNE;510000052
STB;2021;510000219;ETABT PUBLIC DE SANTE MENTALE MARNE;04;510012560;CMP - HOPITAL DE JOUR - EPSM MARNE;510000052
STB;2021;510000219;ETABT PUBLIC DE SANTE MENTALE MARNE;04;510012586;CMP CATTP INTERSECTORIEL - EPSM MARNE;510000052
STB;2021;510000219;ETABT PUBLIC DE SANTE MENTALE MARNE;04;510013808;SMPR MAISON D'ARRET DE CHALONS;510000052
STB;2021;510000219;ETABT PUBLIC DE SANTE MENTALE MARNE;04;510014228;CMP - CATTP ENFANTS - EPSM MARNE;510000052
STB;2021;510000219;ETABT PUBLIC DE SANTE MENTALE MARNE;04;510015449;ESPACE DOLTO CTRE ACC ADOS-CATTP EPSMM;510000052
STB;2021;510000219;ETABT PUBLIC DE SANTE MENTALE MARNE;04;510015498;CMP-CATTP ADUL CAMILLE CLAUDEL FISMES;510000052
STB;2021;510000219;ETABT PUBLIC DE SANTE MENTALE MARNE;04;510015548;CATTP ADULTES DE CHALONS - EPSM MARNE;510000052
STB;2021;510000219;ETABT PUBLIC DE SANTE MENTALE MARNE;04;510015589;CMP ADULTES SAINTE MENEHOULD EPSM MARN;510000052
STB;2021;510000219;ETABT PUBLIC DE SANTE MENTALE MARNE;04;510015639;CMP ADULTES DE MONTMIRAIL - EPSM MARNE;510000052
STB;2021;510000219;ETABT PUBLIC DE SANTE MENTALE MARNE;04;510015688;CMP ADULTES DE VERTUS - EPSM MARNE;510000052
STB;2021;510000219;ETABT PUBLIC DE SANTE MENTALE MARNE;04;510016769;H DE JOUR INTERSECT OPHELIE EPSM MARNE;510000052
STB;2021;510000219;ETABT PUBLIC DE SANTE MENTALE MARNE;04;510023021;CMP ADULTES DE CHALONS - EPSM MARNE;510000052
STB;2021;510000219;ETABT PUBLIC DE SANTE MENTALE MARNE;04;510023047;CMP ENFANTS DE VITRY - EPSM MARNE;510000052
STB;2021;510000219;ETABT PUBLIC DE SANTE MENTALE MARNE;04;510023831;CLINIQUE MEDICO-PSYCHOLOGIQ EPSM MARNE;510000052
STB;2021;510000219;ETABT PUBLIC DE SANTE MENTALE MARNE;04;510024250;CMP - CATTP MAUPASSANT - EPSMM;510000052
STB;2021;510000219;ETABT PUBLIC DE SANTE MENTALE MARNE;04;510024458;CMPE DE SEZANNE ENFANTS - EPSM MARNE;510000052
STB;2021;510000219;ETABT PUBLIC DE SANTE MENTALE MARNE;04;510024599;CENTRE CLAIRMARAIS - EPSM MARNE;510000052
STB;2021;510000219;ETABT PUBLIC DE SANTE MENTALE MARNE;04;510025091;HOSPITALISATION REMOISE-SITE 2-USIP-;510000052
STB;2021;510000219;ETABT PUBLIC DE SANTE MENTALE MARNE;04;510025109;CMP-PSYCHIATRIE PERSONNE AGEE-CHALONS;510000052
STB;2021;510000219;ETABT PUBLIC DE SANTE MENTALE MARNE;04;510025794;CMP-PSYCHIATRIE PERSONNE AGEE-EPERNAY;510000052
STB;2021;510000219;ETABT PUBLIC DE SANTE MENTALE MARNE;04;510026081;C3P-O - EPSMM;510000052
STB;2021;510000235;CENTRE HOSPITALIER D'EPERNAY;04;510010176;USLD CENTRE HOSPITALIER EPERNAY;510000060
STB;2021;510000243;CLINIQUE D'EPERNAY;09;;;510000573
STB;2021;510000250;CENTRE HOSPITALIER VITRY LE FRANCOIS;04;;;510000078
STB;2021;510000284;MAISON DE SANTE;15;;;920035599
STB;2021;510000292;EHSSR STE MARTHE;09;;;750720534
STB;2021;510000359;HOPITAL LOCAL DE MONTMIRAIL;04;;;510000086
STB;2021;510000466;CENTRE HOSPITALIER DE SAINTE-MENEHOULD;04;510003577;USLD CENTRE HOSPITALIER STE-MENEHOULD;510000102
STB;2021;510000813;CENTRE DE POST-CURE L'AMITIÉ;15;;;510000854
STB;2021;510002298;HAD DE REIMS CROIX ROUGE FRANCAISE;09;;;750721334
STB;2021;510002447;HOPITAL ROBERT DEBRE CHU REIMS;04;510010598;CMP -LES PROMENADES- CHU REIMS;510000029
STB;2021;510002447;HOPITAL ROBERT DEBRE CHU REIMS;04;510010994;CMP -LES TOURNESOLS- CHU DE REIMS;510000029
STB;2021;510002447;HOPITAL ROBERT DEBRE CHU REIMS;04;510024268;CMP INFANTO JUVENILE CHARLES PERRAULT;510000029
STB;2021;510002447;HOPITAL ROBERT DEBRE CHU REIMS;04;510025463;CATTP INFANT JUV CLINIQUE DE CHAMPAGNE;510000029
STB;2021;510002454;HOPITAL SEBASTOPOL CHU REIMS;04;;;510000029
STB;2021;510002470;AMERICAN MEMORIAL HOSPITAL CHU REIMS;04;;;510000029
STB;2021;510004302;HOPITAL MAISON BLANCHE CHU REIMS;04;;;510000029
STB;2021;510011679;RESIDENCE ROUX (USLD) CHU DE REIMS;04;;;510000029
STB;2021;510012040;POLYCLINIQUE DES BLEUETS;09;;;510000532
STB;2021;510017098;HAD EPERNAY;04;;;510000060
STB;2021;510020548;HAD CHALONS-EN-CHAMPAGNE;09;;;750047367
STB;2021;510023914;ANTENNE DE SMUR - CH CHALONS;04;;;510000037
STB;2021;510023922;ANTENNE DE SMUR - GHAM;04;;;100006279
STB;2021;510024359;CLINIQUE TERRE DE FRANCE CLINEA;09;;;920030269
STB;2021;510024466;CENTRE HOSPITALIER DE FISMES;04;510000508;USLD DU CH DE FISMES;510000128
STB;2021;510024979;POLYCLINIQUE REIMS - BEZANNES;09;;;510000532
STB;2021;510025471;CLINIQUE FSEF VITRY-LE-FRANCOIS;15;;;750720575
STB;2021;510026339;HOSPITALISATION RÉMOISE - USCAR;04;;;510000052
STB;2021;520000019;C H DE BOURBONNE-LES-BAINS;04;520783614;USLD - CH DE BOURBONNE;520780024
STB;2021;520000027;CENTRE HOSPITALIER DE CHAUMONT;04;;;520780032
STB;2021;520000035;HOPITAL DE JOINVILLE;04;;;520780040
STB;2021;520000043;CENTRE HOSPITALIER DE LANGRES;04;;;520780057
STB;2021;520000050;CENTRE HOSPITALIER DE MONTIER-EN-DER;04;;;520780065
STB;2021;520000068;CH GENEVIEVE DE GAULLE ANTHONIOZ;04;;;520780073
STB;2021;520000076;CH DE LA HAUTE MARNE-HOP ANDRE BRETON;04;520000431;CENTRE D'ACCUEIL ET DE SOINS;520780081
STB;2021;520000076;CH DE LA HAUTE MARNE-HOP ANDRE BRETON;04;520000456;CMP-CATTP JEAN BODEL - CH HAUTE-MARNE;520780081
STB;2021;520000076;CH DE LA HAUTE MARNE-HOP ANDRE BRETON;04;520000464;CATTP -LE TEMPS CHOISI- CH HAUTE MARNE;520780081
STB;2021;520000076;CH DE LA HAUTE MARNE-HOP ANDRE BRETON;04;520000480;CMP-CATTP JEHANNE MADAME-CH HAUTE MARN;520780081
STB;2021;520000076;CH DE LA HAUTE MARNE-HOP ANDRE BRETON;04;520000712;CMP DE LA COURONNE - CH HAUTE MARNE;520780081
STB;2021;520000076;CH DE LA HAUTE MARNE-HOP ANDRE BRETON;04;520002635;CATTP -WINNICOTT- - CH HAUTE MARNE;520780081
STB;2021;520000076;CH DE LA HAUTE MARNE-HOP ANDRE BRETON;04;520003146;CENTRE DE SOINS -LA FABRIQUE DU PRE-;520780081
STB;2021;520000076;CH DE LA HAUTE MARNE-HOP ANDRE BRETON;04;520003559;LA MAISON;520780081
STB;2021;520000076;CH DE LA HAUTE MARNE-HOP ANDRE BRETON;04;520003716;HOPITAL DE JOUR CATTP DES ABBES DURAND;520780081
STB;2021;520000076;CH DE LA HAUTE MARNE-HOP ANDRE BRETON;04;520003724;LA RECREATION;520780081
STB;2021;520000076;CH DE LA HAUTE MARNE-HOP ANDRE BRETON;04;520003732;HOPITAL DE JOUR ROGER MISES;520780081
STB;2021;520000076;CH DE LA HAUTE MARNE-HOP ANDRE BRETON;04;520004367;SSR DÉLOCALISÉ CH GDGA;520780081
STB;2021;520000076;CH DE LA HAUTE MARNE-HOP ANDRE BRETON;04;520781550;CENTRE GEORGES HEUYER HJ /CMP IJ;520780081
STB;2021;520000076;CH DE LA HAUTE MARNE-HOP ANDRE BRETON;04;520781972;CENTRE ALEXIS JUVET CMP/CATTP IJ;520780081
STB;2021;520000076;CH DE LA HAUTE MARNE-HOP ANDRE BRETON;04;520782962;CENTRE MEDICAL JEANNE MANCE;520780081
STB;2021;520000076;CH DE LA HAUTE MARNE-HOP ANDRE BRETON;04;520783093;USLD - LES RIVES DE LA MARNE;520780081
STB;2021;520000076;CH DE LA HAUTE MARNE-HOP ANDRE BRETON;04;520783531;CMP-CATTP-HDJ G. PERTAT - CH HTE MARNE;520780081
STB;2021;520000076;CH DE LA HAUTE MARNE-HOP ANDRE BRETON;04;520784133;CENTRE MEDICAL MAINE DE BIRAN;520780081
STB;2021;520000084;HOPITAL SAINT-CHARLES;04;;;520780099
STB;2021;520003823;HAD CHAUMONT LANGRES;09;;;750047367
STB;2021;520004680;GCS POLE DE SANTE SUD 52 - CH CHAUMONT;09;;;520004664
STB;2021;520004714;GCS POL SANT SUD 52 - CLINIQ COMPASSIO;09;;;520004664
STB;2021;520780156;CLINIQUE DE LA COMPASSION;09;;;520000092
STB;2021;520780180;CLINIQUE FRANCOIS 1ER;09;;;520000100
STB;2021;520780214;CENTRE MEDICO-CHIRURGICAL DE CHAUMONT;09;;;520000118
STB;2021;520782939;USLD DU CH DE CHAUMONT;04;;;520780032
STB;2021;530000017;CH HAUT ANJOU SITE CHATEAU GONTIER;04;530004258;CMP CATTP CH HAUT ANJOU;530000025
STB;2021;530000124;CLINIQUE NOTRE DAME DE PRITZ;15;;;530000249
STB;2021;530000132;HOPITAL S.O. MAYENNAIS :SITE DE CRAON;04;530032770;USLD CH SUD OUEST MAYENNAIS;530007202
STB;2021;530000140;HOPITAL LOCAL ERNEE;04;;;530000058
STB;2021;530000165;HOPITAL LOCAL EVRON;04;;;530000066
STB;2021;530000173;CH DU NORD MAYENNE;04;530003102;CMP ADULTES VILLAINES LA JUHEL;530000074
STB;2021;530000173;CH DU NORD MAYENNE;04;530003110;CMP ADULTES;530000074
STB;2021;530000173;CH DU NORD MAYENNE;04;530005768;CMP ADULTES MAYENNE;530000074
STB;2021;530000173;CH DU NORD MAYENNE;04;530007632;CATTP ADULTES CHNM;530000074
STB;2021;530000181;HOPITAL S.O. MAYENNAIS :SITE DE RENAZE;04;;;530007202
STB;2021;530000264;CENTRE HOSPITALIER DE LAVAL;04;530003144;CMP ADULTES LAVAL EST;530000371
STB;2021;530000264;CENTRE HOSPITALIER DE LAVAL;04;530003151;CMP ADULTES LAVAL OUEST;530000371
STB;2021;530000264;CENTRE HOSPITALIER DE LAVAL;04;530003177;HOPITAL DE JOUR LAVAL OUEST;530000371
STB;2021;530000264;CENTRE HOSPITALIER DE LAVAL;04;530003466;SERVICE PSYCHIATRIE ADULTE LAVALLOIS;530000371
STB;2021;530000264;CENTRE HOSPITALIER DE LAVAL;04;530004498;CMP ENFTS ADULTES EST EVRON;530000371
STB;2021;530000264;CENTRE HOSPITALIER DE LAVAL;04;530004548;HOPITAL DE JOUR PEDOPSYCHIATRIE;530000371
STB;2021;530000264;CENTRE HOSPITALIER DE LAVAL;04;530007285;ACCUEIL FAMILIAL THERAPEUTIQUE;530000371
STB;2021;530000264;CENTRE HOSPITALIER DE LAVAL;04;530030121;HOPITAL DE JOUR LAVAL EST;530000371
STB;2021;530000264;CENTRE HOSPITALIER DE LAVAL;04;530031301;SERVICE DE PEDOPSYCHIATRIE CH LAVAL;530000371
STB;2021;530000264;CENTRE HOSPITALIER DE LAVAL;04;530031830;CMP INFANTO JUVENILE CH LAVAL;530000371
STB;2021;530000264;CENTRE HOSPITALIER DE LAVAL;04;530032424;USLD CH DE LAVAL;530000371
STB;2021;530000611;HOPITAL LOCAL VILLAINES LA JUHEL;04;;;530002591
STB;2021;530008671;UNITÉ CHIMIO CH LAVAL SITE POLYCL DU M;04;;;530000371
STB;2021;530031384;USLD JARDIN D'ARCADIE;04;;;530000074
STB;2021;530031509;CENTRE DE SOINS DE LA BREHONNIERE;09;;;530000868
STB;2021;530031962;POLYCLINIQUE DU MAINE;09;;;530000975
STB;2021;530032788;USLD CH HAUT ANJOU;04;;;530000025
STB;2021;540000015;CHRU NANCY - MATERNITE;04;;;540023264
STB;2021;540000023;CENTRE HOSPITALIER SAINT CHARLES TOUL;04;;;540000049
STB;2021;540000072;MAISON HOSPITALIERE DE BACCARAT;09;540012747;USLD MAISON HOSPITALIERE BACCARAT;540014081
STB;2021;540000148;CH 3H SANTE SITE DE CIREY SUR VEZOUZE;04;;;540019007
STB;2021;540000155;CENTRE HOSPITALIER DE LUNEVILLE;04;540006780;USLD CH LUNEVILLE;540000080
STB;2021;540000163;CHRU NANCY - CENTRE EMILE GALLE;04;;;540023264
STB;2021;540000270;HOPITAL LOCAL DE POMPEY;04;;;540003399
STB;2021;540000288;LES ELIEUX SOINS DE SUITE READAPTATION;09;;;540018710
STB;2021;540000296;CENTRE HOSPITALIER DE PONT A MOUSSON;04;;;540000106
STB;2021;540000312;CENTRE HOSPITALIER ST NICOLAS DE PORT;04;540008737;USLD CH ST NICOLAS DE PORT;540000114
STB;2021;540000361;CLINIQUE JEANNE D'ARC;09;;;540003928
STB;2021;540000395;LES MAISONS HOSPITALIERES SITE NANCY;09;540009578;USLD LES MAISONS HOSPITALIERES A NANCY;540000122
STB;2021;540000445;CLINIQUE AMBROISE PARE;09;;;540000890
STB;2021;540000452;CLINIQUE SAINT ANDRE;09;;;540000908
STB;2021;540000478;CLINIQUE LOUIS PASTEUR;09;;;540003449
STB;2021;540000486;POLYCLINIQUE DE GENTILLY;09;;;540000932
STB;2021;540000585;SSR DE FLAVIGNY - OHS;09;;;540006707
STB;2021;540000668;CTRE JACQUES PARISOT BAINVILLE S MADON;09;540009586;USLD CENTRE J PARISOT BAINVILLE;540006707
STB;2021;540000726;CTRE SANIT -LES R. DU CHATEAU- BLAMONT;09;;;750721334
STB;2021;540000858;LES MAISONS HOSPITALI. SITE N. MAISONS;09;;;540000122
STB;2021;540000973;CTRE D'OBSERVATION ET DE CURE FLAVIGNY;09;;;540006707
STB;2021;540001070;CH DE BRIEY - HOPITAL MAILLOT;04;;;540000767
STB;2021;540001096;CH DE MT ST MARTIN (GROUPE SOS SANTE);09;;;570010181
STB;2021;540001104;HOPITAL DE JOEUF (ASSPO);09;;;570027995
STB;2021;540001138;CHRU NANCY - HOPITAL CENTRAL;04;;;540023264
STB;2021;540002698;CHRU NANCY - HOPITAUX DE BRABOIS;04;;;540023264
STB;2021;540003043;CHRU NANCY - HOPITAL SAINT JULIEN;04;;;540023264
STB;2021;540005196;ETB SOINS DE SUITE LE CHATEAU BACCARAT;09;;;540008398
STB;2021;540006459;CHRU NANCY - USLD ST JULIEN;04;;;540023264
STB;2021;540006665;USLD BLAMONT CH 3H SANTE;04;;;540019007
STB;2021;540006830;CMP CATTP HJ ENF DU CH BRIEY A BRIEY;14;540008851;CMP ET HOP JOUR ADULTES CH BRIEY;540000767
STB;2021;540006830;CMP CATTP HJ ENF DU CH BRIEY A BRIEY;14;540014321;CMP CATTP HJ ENF DU CH BRIEY A LONGWY;540000767
STB;2021;540006830;CMP CATTP HJ ENF DU CH BRIEY A BRIEY;14;540018751;CMP ET CATTP ADULTES CH BRIEY;540000767
STB;2021;540008364;USLD CH TOUL;04;;;540000049
STB;2021;540009412;CTRE DE READAPTATION LAY ST CHRISTOPHE;09;;;540019726
STB;2021;540009701;INST REGIONAL DE READAPTATION NANCY;09;;;540019726
STB;2021;540009859;USLD CH HOTEL DIEU MSM SOS SANTE;09;;;570010181
STB;2021;540010568;HAD HADAN AGGLOMERATION NANCEIENNE;09;;;540010519
STB;2021;540013224;POLYCLINIQUE MAJORELLE;09;;;540000536
STB;2021;540013232;CHRU NANCY - USLD ST STANISLAS;04;;;540023264
STB;2021;540013737;IRR CTRE DE READAPTATION POUR ENFANTS;09;;;540019726
STB;2021;540014073;CHS CENTRE PSYCHOTHERAPIQUE DE NANCY;04;540003589;CMP/CATTP ADULTES ANTIGONE (CPN);540000056
STB;2021;540014073;CHS CENTRE PSYCHOTHERAPIQUE DE NANCY;04;540006491;CMP ENF/ P.ENFANCE-CATTP- HJ ENF CPN;540000056
STB;2021;540014073;CHS CENTRE PSYCHOTHERAPIQUE DE NANCY;04;540006509;CMP - HOP JOUR AD MEDREVILLE (CPN-G01);540000056
STB;2021;540014073;CHS CENTRE PSYCHOTHERAPIQUE DE NANCY;04;540006814;CMP ADULTES LUNEVILLE (CPN-G03);540000056
STB;2021;540014073;CHS CENTRE PSYCHOTHERAPIQUE DE NANCY;04;540006822;CMP CATTP POUR ADOLESCENTS (CPN-I01);540000056
STB;2021;540014073;CHS CENTRE PSYCHOTHERAPIQUE DE NANCY;04;540010618;UNITE PSYCHOLOGIE MEDICALE ADULTES CPN;540000056
STB;2021;540014073;CHS CENTRE PSYCHOTHERAPIQUE DE NANCY;04;540010733;CMP CATTP HOP JOUR MAXEVILLE (CPN-I04);540000056
STB;2021;540014073;CHS CENTRE PSYCHOTHERAPIQUE DE NANCY;04;540010972;CENTRE DE POST CURE DU C P N;540000056
STB;2021;540014073;CHS CENTRE PSYCHOTHERAPIQUE DE NANCY;04;540012549;CENTRE DE SOINS PR ADOLESCENTS CPN;540000056
STB;2021;540014073;CHS CENTRE PSYCHOTHERAPIQUE DE NANCY;04;540013109;CMP AD/ENF ET HJ AD LA PASSERELLE CPN;540000056
STB;2021;540014073;CHS CENTRE PSYCHOTHERAPIQUE DE NANCY;04;540013117;CMP CATTP HP JOUR ENF TOUL (CPN-I04);540000056
STB;2021;540014073;CHS CENTRE PSYCHOTHERAPIQUE DE NANCY;04;540017589;CMP ADULTES RIOLLE (CPN - G02);540000056
STB;2021;540014073;CHS CENTRE PSYCHOTHERAPIQUE DE NANCY;04;540017688;CMP ADULTES POMPEY (CPN - G02);540000056
STB;2021;540014073;CHS CENTRE PSYCHOTHERAPIQUE DE NANCY;04;540017738;CATTP PR ADULTES LES ARCADES (CPN-G03);540000056
STB;2021;540014073;CHS CENTRE PSYCHOTHERAPIQUE DE NANCY;04;540017928;CMP CATTP ENFANTS ADOS PAM (CPN-I01);540000056
STB;2021;540014073;CHS CENTRE PSYCHOTHERAPIQUE DE NANCY;04;540018009;CMP ENF ST NICOLAS DE PORT (CPN-I02);540000056
STB;2021;540014073;CHS CENTRE PSYCHOTHERAPIQUE DE NANCY;04;540018058;CMP POUR ADOS LUNEVILLE (CPN-I02);540000056
STB;2021;540014073;CHS CENTRE PSYCHOTHERAPIQUE DE NANCY;04;540018108;CMP ENFANTS HAUT DU LIEVRE (CPN-I04);540000056
STB;2021;540014073;CHS CENTRE PSYCHOTHERAPIQUE DE NANCY;04;540019833;UNITÉ D'ACCUEIL URGENCES PSYCH. CPN;540000056
STB;2021;540014073;CHS CENTRE PSYCHOTHERAPIQUE DE NANCY;04;540019841;CMP CATTP HOP JOUR MADELEINE (CPN-I02);540000056
STB;2021;540014073;CHS CENTRE PSYCHOTHERAPIQUE DE NANCY;04;540019866;CMP CATTP ADULTE-CMP CATTP ENFANT CPN;540000056
STB;2021;540014073;CHS CENTRE PSYCHOTHERAPIQUE DE NANCY;04;540019874;UPPAM UNITE PSYCH ADULTES (CPN);540000056
STB;2021;540014073;CHS CENTRE PSYCHOTHERAPIQUE DE NANCY;04;540019957;UNITE DE PEDOPSYCHIATRIE DEPT DU CPN;540000056
STB;2021;540014073;CHS CENTRE PSYCHOTHERAPIQUE DE NANCY;04;540020054;CMP/CATTP ADULTES TOUL (CPN-G06);540000056
STB;2021;540014073;CHS CENTRE PSYCHOTHERAPIQUE DE NANCY;04;540020948;CMP ADULTES INTERMEDE ( CPN-G03 );540000056
STB;2021;540014073;CHS CENTRE PSYCHOTHERAPIQUE DE NANCY;04;540020955;CATTP ADULTES DELTA ( CPN-G01 );540000056
STB;2021;540014073;CHS CENTRE PSYCHOTHERAPIQUE DE NANCY;04;540023686;CPN - SITE DE SAINT NICOLAS DE PORT;540000056
STB;2021;540014073;CHS CENTRE PSYCHOTHERAPIQUE DE NANCY;04;540023694;CMP/CATTP AD-ENF ET HJ PARENTS-BEBES;540000056
STB;2021;540020146;CENTRE DE REEDUCATION FLORENTIN;09;;;540006707
STB;2021;540022811;CHRU NANCY - HJ SSR CTRE BASSE VISION;04;;;540023264
STB;2021;540022837;CLINIQUE BELLEFONTAINE CLINEA;09;;;920030269
STB;2021;540025046;HAD HADAN SITE JOEUF;09;;;540010519
STB;2021;550000012;CH VERDUN/ST MIHIEL-HOP ST NICOLAS;04;;;550006795
STB;2021;550000038;CENTRE HOSPITALIER ST-CHARLES COMMERCY;04;550004626;USLD DU CENTRE HOSPITALIER DE COMMERCY;550000046
STB;2021;550000178;POLYCLINIQUE DU PARC;09;;;550000293
STB;2021;550000186;CH VERDUN/ST MIHIEL-UNITE D'HOSP. ADOS;14;550004808;CH VERDUN/ST MIHIEL-PSY IJ-CMP/CATT/HJ;550006795
STB;2021;550000202;CENTRE HOSPITALIER STE-ANNE ST-MIHIEL;04;;;550006795
STB;2021;550000251;CHS DE FAINS-VEEL;04;550003016;CMP/CATTP ADULTES BAR LE DUC;550000095
STB;2021;550000251;CHS DE FAINS-VEEL;04;550004964;CATTP/CMP ADULTES LIGNY-EN-BARROIS;550000095
STB;2021;550000251;CHS DE FAINS-VEEL;04;550005243;HOP JOUR/CATTP/CMP ENFANTS BAR LE DUC;550000095
STB;2021;550000251;CHS DE FAINS-VEEL;04;550005441;CENTRE D'ACCUEIL ET D'ECOUTE ADULTES;550000095
STB;2021;550000251;CHS DE FAINS-VEEL;04;550005516;HOP. JOUR/CATTP/CMP DE COMMERCY AD ENF;550000095
STB;2021;550000251;CHS DE FAINS-VEEL;04;550005581;USLD DU CHS DE FAINS-VEEL;550000095
STB;2021;550000251;CHS DE FAINS-VEEL;04;550006043;CATTP ET CMP ADULTES DE ST MIHIEL;550000095
STB;2021;550000251;CHS DE FAINS-VEEL;04;550006225;HOP. JOUR/CATTP/CMP ENFANTS DE LIGNY;550000095
STB;2021;550000434;CENTRE HOSPITALIER DE BAR-LE-DUC;04;550003321;USLD CENTRE HOSPITALIER DE BAR LE DUC;550003354
STB;2021;550003362;CH VERDUN/ST MIHIEL - HOP DESANDROUINS;04;550005524;CMP ADULTES ET HDJ MONTMEDY;550006795
STB;2021;550003362;CH VERDUN/ST MIHIEL - HOP DESANDROUINS;04;550005870;APPARTEMENT THERAPEUTIQUE;550006795
STB;2021;550003362;CH VERDUN/ST MIHIEL - HOP DESANDROUINS;04;550006480;CMP ADULTE CH VERDUN/ST MIHIEL;550006795
STB;2021;550003370;USLD DU CH VERDUN/ST MIHIEL;04;;;550006795
STB;2021;550007868;SRR CLINEA;09;;;920030269
STB;2021;560000127;CHBA SITE DE VANNES;04;560009623;CTRE DE LONG SEJOUR DU LAC CHBA VANNES;560023210
STB;2021;560000135;GHBS- HÔPITAL DU SCORFF;04;;;560005746
STB;2021;560000143;CHCB- SITE KÉRIO;04;;;560014748
STB;2021;560000184;CLINIQUE DES AUGUSTINES;09;;;560006017
STB;2021;560000192;CENTRE HOSPITALIER DE PLOERMEL;04;;;560000044
STB;2021;560000200;CHBA SITE D'AURAY;04;560006785;CTRE LONG SEJOUR LE PRATEL CHBA AURAY;560023210
STB;2021;560000242;CPCR BILLIERS;15;;;560022246
STB;2021;560000275;GHBS - HOPITAL DE KERLIVIO;04;560009631;GHBS USLD KERLIVIO;560005746
STB;2021;560000291;CENTRE HOSPITALIER DE BELLE ILE EN MER;04;560004301;USLD CH DE BELLE ILE EN MER;560000085
STB;2021;560000366;CENTRE HOSPITALIER GUEMENE SUR SCORFF;04;;;560000259
STB;2021;560000382;ETABLISSEMENT PUBLIC DE SANTE MENTALE;14;560004335;HOPITAL DE JOUR CMP CATTP MENIMUR;560002032
STB;2021;560000382;ETABLISSEMENT PUBLIC DE SANTE MENTALE;14;560004343;HOPITAL DE JOUR SAINT AVE;560002032
STB;2021;560000382;ETABLISSEMENT PUBLIC DE SANTE MENTALE;14;560004350;HOP DE JOUR CMP CATTP INFANTO LOCMINE;560002032
STB;2021;560000382;ETABLISSEMENT PUBLIC DE SANTE MENTALE;14;560004723;HOPITAL DE JOUR INFANTO PLOERMEL;560002032
STB;2021;560000382;ETABLISSEMENT PUBLIC DE SANTE MENTALE;14;560004780;HOPITAL DE NUIT POUR ADULTES;560002032
STB;2021;560000382;ETABLISSEMENT PUBLIC DE SANTE MENTALE;14;560005068;HOP DE JOUR INFANTO CMP CATTP AURAY;560002032
STB;2021;560000382;ETABLISSEMENT PUBLIC DE SANTE MENTALE;14;560009086;HOP DE JOUR CMP CATTP TY NEHUE;560002032
STB;2021;560000382;ETABLISSEMENT PUBLIC DE SANTE MENTALE;14;560011884;HJ ADDICTOLOGIE AURAY SITE CHBA;560002032
STB;2021;560000382;ETABLISSEMENT PUBLIC DE SANTE MENTALE;14;560016529;CMP CATTP ADULTES JOSSELIN;560002032
STB;2021;560000382;ETABLISSEMENT PUBLIC DE SANTE MENTALE;14;560016578;CMP ADULTES LOCMINE;560002032
STB;2021;560000382;ETABLISSEMENT PUBLIC DE SANTE MENTALE;14;560016768;CATTP ADULTES VANNES;560002032
STB;2021;560000382;ETABLISSEMENT PUBLIC DE SANTE MENTALE;14;560016818;CATTP VALEMBOIS VANNES;560002032
STB;2021;560000382;ETABLISSEMENT PUBLIC DE SANTE MENTALE;14;560016909;CMP CATTP INFANTO-JUVENILE PLOERMEL;560002032
STB;2021;560000382;ETABLISSEMENT PUBLIC DE SANTE MENTALE;14;560017188;HOPITAL DE JOUR CMP CATTP -LE TRECH-;560002032
STB;2021;560000382;ETABLISSEMENT PUBLIC DE SANTE MENTALE;14;560017808;HOPITAL DE JOUR ATA MOREAC;560002032
STB;2021;560000382;ETABLISSEMENT PUBLIC DE SANTE MENTALE;14;560022089;CMP INTER VANNES;560002032
STB;2021;560000382;ETABLISSEMENT PUBLIC DE SANTE MENTALE;14;560022139;HDJ CMP ADDICTOLIGIE SITE CH PLOERMEL;560002032
STB;2021;560000382;ETABLISSEMENT PUBLIC DE SANTE MENTALE;14;560023830;HOPITAL DE JOUR CATTP CMP AURAY;560002032
STB;2021;560000382;ETABLISSEMENT PUBLIC DE SANTE MENTALE;14;560023996;CMP CATTP ADULTES SARZEAU;560002032
STB;2021;560000382;ETABLISSEMENT PUBLIC DE SANTE MENTALE;14;560024002;CMP CATTP NIVILLAC;560002032
STB;2021;560000382;ETABLISSEMENT PUBLIC DE SANTE MENTALE;14;560024085;UH UMP CPPA LIAISONS SITE CHBA;560002032
STB;2021;560000382;ETABLISSEMENT PUBLIC DE SANTE MENTALE;14;560024101;HOPITAL JOUR CATTP ADULTES LOCMINE;560002032
