BOR;AN;FI;RS;FI_EJ;UNI;LIT;JLI;SEJ;PAS;PAS0;JOU;pctEXT;IGC2med;SEJ80;EFFPL_MED;EFFPA_MED;ETP_MED;EFFPL_INFSP;EFFPA_INFSP;ETP_INFSP;EFFPL_INFNS;EFFPA_INFNS;ETP_INFNS;EFFPL_AID;EFFPA_AID;ETP_AID;EFFPL_KINE;EFFPA_KINE;ETP_KINE;EFFPL_APNM;EFFPA_APNM;ETP_APNM
REA;2021;680001195;HOPITAL ALBERT SCHWEITZER;680000643;USIC;14;5110;928;;;4494;;;;2;1;2;;;0.06;19;5;22.98;5;3;6.06;;;;;;
REA;2021;680004546;HOPITAL EMILE MULLER;680020336;AUTSI;4;1460;500;;;2037;;;;;4;1.68;;1;0.5;6;11;10.71;;4;1.17;;1;0.2;;1;0.13
REA;2021;680004546;HOPITAL EMILE MULLER;680020336;REAADU;36;13140;1162;1221;33;12339;7;33;97;15;2;16.84;4;1;4.5;99;1;96.15;44;;43.33;1;2;2.3;4;3;4.62
REA;2021;680004546;HOPITAL EMILE MULLER;680020336;SITOT;27;9855;2281;;;8615;;;;;;;;;;;;;;;;;;;;;
REA;2021;680004546;HOPITAL EMILE MULLER;680020336;SIUNV;4;1460;278;;;1316;;;;;2;0.6;;1;0.21;2;4;5.18;4;1;4.32;;1;0.25;;6;1.32
REA;2021;680004546;HOPITAL EMILE MULLER;680020336;SURVADU;37;13505;1857;;;12274;;;;;6;1.26;;4;0.86;26;23;36.3;13;26;16.06;;2;0.56;;6;1.94
REA;2021;680004546;HOPITAL EMILE MULLER;680020336;SURVENF;8;2920;672;;;2090;;;;;1;0.7;8;1;7.75;6;;4.97;3;;2.75;;1;0.2;;5;1.07
REA;2021;680004546;HOPITAL EMILE MULLER;680020336;USIC;19;6935;1503;;;5262;;;;;11;3.63;;2;0.6;;26;15.93;;10;7.36;;1;0.15;;3;1.43
REA;2021;680020088;GCS 3F - CLINIQUE DES TROIS FRONTIERES;680020062;SURVADU;8;2920;492;;;1720;;;;2;4;3.5;1;;1;4;1;5.84;3;1;3.83;;;;;;
REA;2021;690000427;CTRE MEDICO-CHIR READAPT. LES MASSUES;750721334;SURVADU;4;1460;350;;;383;;;;3;2;0.5;1;;0.11;19;2;1.85;18;2;2.01;;;;5;;0.52
REA;2021;690000575;CH NORD OUEST - VILLEFRANCHE;690782222;REAADU;18;5424;507;533;20;4952;14;38;60;3;9;7.78;;1;0.69;;45;25.61;;23;12.28;;;;;;
REA;2021;690000575;CH NORD OUEST - VILLEFRANCHE;690782222;SITOT;14;5110;1272;;;4300;;;;;;;;;;;;;;;;;;;;;
REA;2021;690000575;CH NORD OUEST - VILLEFRANCHE;690782222;SIUNV;6;2190;505;;;1964;;;;;9;2.02;;;;;20;5.65;;7;1.74;;;;;;
REA;2021;690000575;CH NORD OUEST - VILLEFRANCHE;690782222;SURVADU;2;1870;744;;;2079;;;;;7;1.86;;1;0.41;1;43;17.39;;23;9.53;;;;;;
REA;2021;690000575;CH NORD OUEST - VILLEFRANCHE;690782222;SURVENF;10;2546;756;;;4067;;;;;12;1.63;;7;1.11;;20;3.77;;;;;;;;;
REA;2021;690000575;CH NORD OUEST - VILLEFRANCHE;690782222;USIC;8;2920;767;;;2336;;;;;7;2.08;;2;0.82;;17;8.62;;8;4.48;;;;;;
REA;2021;690000880;CENTRE LEON BERARD;690783220;AUTSI;20;7192;646;;;7763;;;;7;0;3;1;2;0.91;10;20;15.53;6;9;5.14;;;;;;
REA;2021;690000880;CENTRE LEON BERARD;690783220;SITOT;20;7192;646;;;7763;;;;;;;;;;;;;;;;;;;;;
REA;2021;690000880;CENTRE LEON BERARD;690783220;SURVADU;8;2880;713;;;2538;;;;9;8;1;0;1;0.65;11;8;10.14;9;1;8.26;1;;1.08;0;0;0
REA;2021;690007539;HOPITAL FEMME MERE ENFANT - HCL;690781810;REAENF;16;5649;1089;1192;396;5288;8;;;8;2;8.29;20;5;26.17;34;8;37.61;33;6;33.87;;;;4;1;6.41
REA;2021;690007539;HOPITAL FEMME MERE ENFANT - HCL;690781810;SURVENF;27;10221;1848;;;7197;;;;4;;3.58;;;1.3;;;2.52;;;2.01;;;;;;0.44
REA;2021;690019849;IHOP - HCL;690781810;AUTSI;15;5475;136;;;3221;;;;1;1;1.47;11;;10.19;6;;6.14;15;6;16.09;;;;6;1;6.28
REA;2021;690019849;IHOP - HCL;690781810;SITOT;15;5475;136;;;3221;;;;;;;;;;;;;;;;;;;;;
REA;2021;690023239;CLINIQUE DU PARC LYON;690000146;SURVADU;6;1806;670;;;728;;;;8;7;0.17;0;0;0;3;1;3.8;1;1;1.97;;;;;;
REA;2021;690023411;HOPITAL PRIVE JEAN MERMOZ;690000252;REAADU;8;2920;174;175;1;1284;44;31;28;0;2;0.6;1;0;0.3;21;0;6;32;0;3.75;0;0;0;0;0;0
REA;2021;690023411;HOPITAL PRIVE JEAN MERMOZ;690000252;SURVADU;20;10220;1587;;;6856;;;;;2;1.4;1;0;0.7;21;1;12.02;32;2;9.36;;;;;;
REA;2021;690041124;MEDIPOLE HOPITAL PRIVE;690000724;AUTSI;12;4392;704;;;2522;;;;;;;1;;0.4;11;1;12;3;0;3.44;;;;1;;0.02
REA;2021;690041124;MEDIPOLE HOPITAL PRIVE;690000724;REAADU;20;7320;621;631;19;7910;50;38;69;4;23;4;2;;1.8;47;8;44.35;30;5;28;;;;3;;2.67
REA;2021;690041124;MEDIPOLE HOPITAL PRIVE;690000724;SITOT;24;8784;1837;;;5481;;;;;;;;;;;;;;;;;;;;;
REA;2021;690041124;MEDIPOLE HOPITAL PRIVE;690000724;SURVADU;18;6588;1059;;;3043;;;;;;;1;;0.4;9;0;9.34;5;1;5.67;;;;;;
REA;2021;690041124;MEDIPOLE HOPITAL PRIVE;690000724;USIC;12;4392;1133;;;2959;;;;;;;2;;1;9;2;11.67;10;1;11.67;;;;;;
REA;2021;690780358;CLINIQUE DU VAL D'OUEST VENDOME;690000195;SURVADU;4;1460;268;;;1115;;;;;25;25;;1;0.2;2;1;2.3;1;2;2.1;;;;;;
REA;2021;690780366;CLINIQUE MEDICO-CHIRURGICALE CHARCOT;690000203;SURVADU;4;1460;288;;;1114;;;;12;;1;;;;4;3;6.2;;1;0.7;;;;;;
REA;2021;690780390;POLYCLINIQUE LYON NORD;690000229;REAADU;6;2190;8;8;0;53;0;34;8;8;;8;;;;;1;0.5;;1;0.5;;;;;;
REA;2021;690780390;POLYCLINIQUE LYON NORD;690000229;SITOT;6;2190;787;;;1454;;;;;;;;;;;;;;;;;;;;;
REA;2021;690780390;POLYCLINIQUE LYON NORD;690000229;SURVADU;12;4380;337;;;1601;;;;8;;8;;;;6;;6.13;5;1;6.4;;;;;;
REA;2021;690780390;POLYCLINIQUE LYON NORD;690000229;USIC;6;2190;787;;;1454;;;;5;5;8;;;;5;1;4.6;4;1;4.8;;;;;;
REA;2021;690780416;GPE HOSP MUTUALISTE LES PORTES DU SUD;690031190;SURVADU;8;2920;309;;;1529;;;;0;10;3;;1;0.25;4;6;8.75;2;1;2.42;;2;0.5;;;
REA;2021;690780648;CLINIQUE DE LA SAUVEGARDE;690036900;AUTSI;6;2190;708;;;1903;;;;3;;3;;;;5;;5.2;2;;2.23;;2;1.4;;;
REA;2021;690780648;CLINIQUE DE LA SAUVEGARDE;690036900;REAADU;8;2920;501;513;12;3543;21;39;76;6;;5.71;1;;0.5;9;;11.7;5;;5.99;;3;3;;;
REA;2021;690780648;CLINIQUE DE LA SAUVEGARDE;690036900;SITOT;14;5110;1663;;;4446;;;;;;;;;;;;;;;;;;;;;
REA;2021;690780648;CLINIQUE DE LA SAUVEGARDE;690036900;SURVADU;12;4380;251;;;1397;;;;5;;5.59;1;;0.5;9;;11.47;5;;5.81;;2;2;;;
REA;2021;690780648;CLINIQUE DE LA SAUVEGARDE;690036900;USIC;8;2920;955;;;2543;;;;4;;3.7;;;;6;;6.5;3;;3.8;;2;1.6;;;
REA;2021;690780655;HOPITAL PRIVE DE L'EST LYONNAIS (HPEL);690000377;SURVADU;4;1460;369;;;658;;;;4;;1;4;2;4.8;;;;;;;;;;;;
REA;2021;690780663;CLINIQUE TRENEL;690000385;SURVADU;6;2190;63;;;380;;;;9;;9;;;;;;;;;;;;;;;
REA;2021;690783154;HOPITAL EDOUARD HERRIOT - HCL;690781810;AUTSI;6;2074;233;;;1628;;;;;1;0.5;;;0.25;;;4.02;;;2.36;;;;;;1.25
REA;2021;690783154;HOPITAL EDOUARD HERRIOT - HCL;690781810;REAADU;51;18625;2874;3054;684;16342;5;37;243;12;7;9.4;5;;4;157;9;135.7;98;9;89.76;;;3.15;14;1;12.93
REA;2021;690783154;HOPITAL EDOUARD HERRIOT - HCL;690781810;SITOT;6;2074;233;;;1628;;;;;;;;;;;;;;;;;;;;;
REA;2021;690783154;HOPITAL EDOUARD HERRIOT - HCL;690781810;SURVADU;15;5420;2030;;;6555;;;;1;;2.39;;;0.33;7;;21.98;5;;14.22;;;2.54;1;;3.54
REA;2021;690784137;HOPITAL LYON SUD - HCL;690781810;AUTSI;65;19995;1672;;;19593;;;;7;;6.35;3;;4.45;66;20;91.62;56;3;64.17;1;;1.23;5;4;7.16
REA;2021;690784137;HOPITAL LYON SUD - HCL;690781810;REAADU;39;14115;1846;2235;734;11417;10;32;173;22;8;9.05;1;1;0.9;76;9;79.85;41;6;44.36;3;;3.41;8;1;10.26
REA;2021;690784137;HOPITAL LYON SUD - HCL;690781810;SITOT;65;19995;1672;;;19593;;;;;;;;;;;;;;;;;;;;;
REA;2021;690784137;HOPITAL LYON SUD - HCL;690781810;SURVADU;14;4880;902;;;4505;;;;;;;;1;0.88;14;1;15.52;13;;13.44;;1;1;4;1;4.35
REA;2021;690784152;HOPITAL CROIX-ROUSSE - HCL;690781810;REAADU;28;11824;1124;1312;120;10882;28;46;97;10;3;4.36;3;;2.84;77;4;72.11;52;10;47.8;2;1;2.58;9;;7.07
REA;2021;690784152;HOPITAL CROIX-ROUSSE - HCL;690781810;SITOT;10;3646;1428;;;2975;;;;;;;;;;;;;;;;;;;;;
REA;2021;690784152;HOPITAL CROIX-ROUSSE - HCL;690781810;SURVADU;20;7370;1608;;;5473;;;;;;2.11;;;0.72;6;;14.45;2;;6.93;1;1;1.86;1;;1.57
REA;2021;690784152;HOPITAL CROIX-ROUSSE - HCL;690781810;USIC;10;3646;1428;;;2975;;;;3;1;0.55;1;;1;13;8;13.41;6;1;8.15;;;0.3;;;0.07
REA;2021;690784178;HOPITAL PIERRE WERTHEIMER - HCL;690781810;REAADU;20;6413;581;624;35;5949;25;40;20;4;;4.45;1;;1;61;;60.96;33;2;35.06;;;;6;1;7.67
REA;2021;690784178;HOPITAL PIERRE WERTHEIMER - HCL;690781810;SITOT;12;4380;1817;;;3856;;;;;;;;;;;;;;;;;;;;;
REA;2021;690784178;HOPITAL PIERRE WERTHEIMER - HCL;690781810;SIUNV;12;4380;1817;;;3856;;;;2;1;1.67;;;0.99;;;8.92;;;9.74;;;;1;;3.85
REA;2021;690784178;HOPITAL PIERRE WERTHEIMER - HCL;690781810;SURVADU;10;3161;824;;;2945;;;;1;;1.15;;;;;;;;;;;;;;;
REA;2021;690784186;HOPITAL LOUIS PRADEL - HCL;690781810;REAADU;20;6891;1352;1449;87;6745;18;34;97;10;;7.17;2;;1.72;59;5;54.49;34;3;30.83;;;;8;;7.53
REA;2021;690784186;HOPITAL LOUIS PRADEL - HCL;690781810;REAENF;12;4300;443;485;33;2923;22;;;6;2;6.98;15;7;9.95;23;10;23.53;39;5;24.13;;;;6;;5.52
REA;2021;690784186;HOPITAL LOUIS PRADEL - HCL;690781810;SITOT;16;5732;1588;;;4588;;;;;;;;;;;;;;;;;;;;;
REA;2021;690784186;HOPITAL LOUIS PRADEL - HCL;690781810;SURVADU;18;5130;1329;;;3925;;;;;;1.22;;;;8;;10.39;10;;8.43;;;;3;1;4.87
REA;2021;690784186;HOPITAL LOUIS PRADEL - HCL;690781810;SURVENF;8;2858;525;;;2324;;;;1;;1.33;;;4.37;;;6.82;;;8.3;;;;2;1;2.43
REA;2021;690784186;HOPITAL LOUIS PRADEL - HCL;690781810;USIC;16;5732;1588;;;4588;;;;1;1;1.35;2;;1.67;32;;29.22;29;1;22.96;;;;6;;4.81
REA;2021;690793468;INFIRMERIE PROTESTANTE;690002068;AUTSI;6;2190;207;;;437;;;;;18;6.2;;1;0.4;9;8;11.7;2;2;3.51;;2;0.28;;;
REA;2021;690793468;INFIRMERIE PROTESTANTE;690002068;REAADU;8;2920;555;591;14;3511;28;29;73;;18;9.3;;1;0.6;14;11;17.5;4;4;5.26;;2;0.4;;;
REA;2021;690793468;INFIRMERIE PROTESTANTE;690002068;SITOT;12;4380;942;;;2424;;;;;;;;;;;;;;;;;;;;;
REA;2021;690793468;INFIRMERIE PROTESTANTE;690002068;SURVADU;10;3650;745;;;2890;;;;24;7;27.5;;1;0.33;6;20;13.17;5;9;6.94;;2;0.66;;;
REA;2021;690793468;INFIRMERIE PROTESTANTE;690002068;USIC;6;2190;735;;;1987;;;;12;11;17.5;;1;0.33;2;9;4.89;2;8;5.53;;2;0.66;;;
REA;2021;690805361;CH ST JOSEPH ST LUC;690805353;REAADU;14;5213;582;604;48;4885;16;36;69;5;2;5.82;;2;0.86;;49;36.39;;28;18;;6;3;;17;0.21
REA;2021;690805361;CH ST JOSEPH ST LUC;690805353;SITOT;8;2920;1153;;;2421;;;;;;;;;;;;;;;;;;;;;
REA;2021;690805361;CH ST JOSEPH ST LUC;690805353;SURVADU;3;1095;251;;;777;;;;;7;0.4;;1;0.1;;49;2.5;;28;0.5;;;;;;
REA;2021;690805361;CH ST JOSEPH ST LUC;690805353;USIC;8;2920;1153;;;2421;;;;;6;2.52;;1;0.16;;49;8.1;;28;6.9;;;;;17;0.45
REA;2021;690807367;POLYCLINIQUE DU BEAUJOLAIS;690003447;SURVADU;7;2555;790;;;1746;;;;;11;;0;1;0.5;0;13;6.14;0;11;7.03;;11;;;;
REA;2021;700000011;GH HAUTE SAONE SITE GRAY;700004591;SURVADU;9;3285;396;;;1116;;;;;;1;;;0.5;;;3.18;;;4.68;;;;;;0.18
REA;2021;700000029;GH HAUTE SAONE SITE VESOUL;700004591;AUTSI;;4380;0;;;0;;;;;;;;;;;;;;;;;;;;;
REA;2021;700000029;GH HAUTE SAONE SITE VESOUL;700004591;REAADU;12;4380;448;462;22;4607;8;41;67;8;1;8.3;1;;0.69;19;19;29.06;7;16;16.58;;;;3;4;4.6
REA;2021;700000029;GH HAUTE SAONE SITE VESOUL;700004591;SITOT;12;8760;1125;;;3660;;;;;;;;;;;;;;;;;;;;;
REA;2021;700000029;GH HAUTE SAONE SITE VESOUL;700004591;SIUNV;4;1460;288;;;1380;;;;0;2;0.4;;;;;;;;;;;;;;;
REA;2021;700000029;GH HAUTE SAONE SITE VESOUL;700004591;SURVADU;12;4380;613;;;2646;;;;;;;;;;6;15;8.08;5;12;6.37;;;;;5;1.74
REA;2021;700000029;GH HAUTE SAONE SITE VESOUL;700004591;USIC;8;2920;837;;;2280;;;;;;;;;;;;;;;;;;;;;
REA;2021;710006859;POLYCLINIQUE DU VAL DE SAONE;710000118;SURVADU;5;1825;317;;;1495;;;;;;;;;;5;;5.37;4;1;4.93;;;;1;;0.5
REA;2021;710010067;CH DU PAYS CHAROLAIS BRIONNAIS;710780644;SURVADU;6;2370;440;;;1892;;;;2;5;0.95;1;1;0.4;10;4;14.08;5;2;5.57;;;;;1;0.43
REA;2021;710010786;CH AUTUN SITE PARPAS;710781451;SURVADU;4;1460;164;;;1334;;;;1;0;0.17;1;;0.2;15;3;3.5;8;4;2.36;;;;3;2;1.08
REA;2021;710780917;HOPITAL PRIVE SAINTE MARIE;710000274;SURVADU;19;6935;541;;;2001;;;;10;;10;;1;0.5;8;1;7.88;6;1;5.2;;;;;;
REA;2021;710781824;CTRE ORTHOPEDIQUE MEDICO CHIRURGICAL;710000464;SURVADU;5;1825;1185;;;1258;;;;15;12;2.46;2;;0.3;14;;1.02;14;;1.02;5;;0.36;7;;0.51
REA;2021;710978263;CH WILLIAM MOREY CHALON SUR SAONE;710780958;AUTSI;2;730;73;;;567;;;;5;;2.7;;;;;;;;;;;;;;;
REA;2021;710978263;CH WILLIAM MOREY CHALON SUR SAONE;710780958;REAADU;12;4380;339;343;19;4102;41;50;51;10;4;5.99;1;;1;29;14;39.24;19;5;22.29;;;;8;3;9.97
REA;2021;710978263;CH WILLIAM MOREY CHALON SUR SAONE;710780958;SITOT;14;5110;1531;;;3887;;;;;;;;;;;;;;;;;;;;;
REA;2021;710978263;CH WILLIAM MOREY CHALON SUR SAONE;710780958;SIUNV;6;2190;884;;;1813;;;;4;4;2.88;;;;;;;;;;;;;;;
REA;2021;710978263;CH WILLIAM MOREY CHALON SUR SAONE;710780958;SURVADU;8;2920;697;;;2386;;;;6;1;1.35;;;;3;2;5.17;1;1;2.53;;;;2;;2
REA;2021;710978263;CH WILLIAM MOREY CHALON SUR SAONE;710780958;SURVENF;2;730;633;;;1770;;;;;;;;;;1;;1.94;;;;;;;;1;0.97
REA;2021;710978263;CH WILLIAM MOREY CHALON SUR SAONE;710780958;USIC;6;2190;574;;;1507;;;;7;;2.69;1;;1.4;16;4;19.77;8;1;8.76;;;;1;;1
REA;2021;710978289;CH LES CHANAUX MACON;710780263;REAADU;14;5100;512;530;25;3861;13;38;79;9;1;6.95;2;0;1.05;32;5;35.19;23;3;22.86;;;;10;1;5.55
REA;2021;710978289;CH LES CHANAUX MACON;710780263;SITOT;8;2896;862;;;1992;;;;;;;;;;;;;;;;;;;;;
REA;2021;710978289;CH LES CHANAUX MACON;710780263;USIC;8;2896;862;;;1992;;;;5;1;0.96;;;;6;2;7.1;5;1;5.39;;;;1;1;1.9
REA;2021;710978313;CENTRE HOSPITALIER JEAN BOUVERI;710976705;SURVADU;10;3650;478;;;2601;;;;;11;2.59;1;;1;11;2;12.04;7;3;8.64;;;;1;;1
REA;2021;710978347;HOTEL DIEU DU CREUSOT;570010181;SURVADU;6;2154;1355;;;2530;;;;10;;6;;;;;;;;;;;;;;;
REA;2021;720000033;CENTRE HOSPITALIER DU MANS;720000025;REAADU;17;6205;941;966;62;5972;9;35;46;9;4;10.12;1;1;1.29;3;60;13.92;1;43;29.71;;;;1;1;1.89
REA;2021;720000033;CENTRE HOSPITALIER DU MANS;720000025;REAENF;;;0;0;0;0;0;;;0;0;0;5;2;6.12;3;3;4.94;0;1;0.25;;;;0;1;0.4
REA;2021;720000033;CENTRE HOSPITALIER DU MANS;720000025;SITOT;17;5882;1612;;;4750;;;;;;;;;;;;;;;;;;;;;
REA;2021;720000033;CENTRE HOSPITALIER DU MANS;720000025;SIUNV;6;1876;536;;;1661;;;;0;4;0.9;1;0;1;1;8;3.58;2;7;5.22;;;;0;2;0.55
REA;2021;720000033;CENTRE HOSPITALIER DU MANS;720000025;SURVADU;13;4745;694;;;2386;;;;1;1;1.5;1;0;1;0;56;47.49;0;43;12.3;;;;0;3;2.58
REA;2021;720000033;CENTRE HOSPITALIER DU MANS;720000025;SURVENF;4;1460;224;;;1322;;;;0;3;0.6;5;3;6.12;3;3;4.94;;1;0.25;;;;1;2;0.4
REA;2021;720000033;CENTRE HOSPITALIER DU MANS;720000025;USIC;11;4006;1076;;;3089;;;;0;9;1.11;0;1;0.22;10;10;16.51;9;3;10.51;;;;0;4;3.03
REA;2021;720000199;CLINIQUE DU PRE;720000595;SURVADU;12;4380;702;;;3885;;;;6;6;10;1;;0.5;13;1;13.8;6;4;7.1;;;;;;
REA;2021;720016179;POLE SANTE SARTHE ET LOIR;720016724;SURVADU;0;1650;221;;;1088;;;;;;;;1;0.25;4;4;5.88;3;8;6.97;;;;;2;1.3
REA;2021;720017748;CENTRE MEDICO CHIRURGICAL DU MANS;720000561;SITOT;12;4380;1230;;;3970;;;;;;;;;;;;;;;;;;;;;
REA;2021;720017748;CENTRE MEDICO CHIRURGICAL DU MANS;720000561;SURVADU;12;4380;856;;;3380;;;;11;;11;1;;0.33;10;1;9.23;5;2;5.29;;;;1;;0.2
REA;2021;720017748;CENTRE MEDICO CHIRURGICAL DU MANS;720000561;USIC;12;4380;1230;;;3970;;;;14;;14;1;;0.33;12;;9.1;5;;4.56;;;;1;;0.2
REA;2021;730000031;CHMS CHAMBERY NH;730000015;AUTSI;2;730;27;;;461;;;;4;;0.12;;;;;;;;;;;;;;;
REA;2021;730000031;CHMS CHAMBERY NH;730000015;REAADU;22;7496;997;1065;184;7501;8;38;79;13;4;9.84;1;;1.17;43;11;52.23;21;10;30.33;;;;;3;0.96
REA;2021;730000031;CHMS CHAMBERY NH;730000015;SITOT;18;6570;1788;;;5158;;;;;;;;;;;;;;;;;;;;;
REA;2021;730000031;CHMS CHAMBERY NH;730000015;SIUNV;8;2920;586;;;2362;;;;4;2;4.46;;;;;;0.25;;;;;;;;;
REA;2021;730000031;CHMS CHAMBERY NH;730000015;SURVADU;10;3650;449;;;1576;;;;3;;3;1;;0.61;12;6;16.72;10;4;12.85;;;;;2;0.15
REA;2021;730000031;CHMS CHAMBERY NH;730000015;SURVENF;4;1460;558;;;1495;;;;7;6;1.24;1;17;6.35;;7;2.32;;18;5.89;;;;;;
REA;2021;730000031;CHMS CHAMBERY NH;730000015;USIC;8;2920;1175;;;2335;;;;1;2;1.7;;;;;;;;;;;;;;;
REA;2021;730000080;CH DE SAINT JEAN DE MAURIENNE;730780103;SURVADU;4;1320;338;;;1123;;;;2;;0.5;;;;0;0;6.9;0;;1.17;;;;;;
REA;2021;730000247;CH DE BOURG ST MAURICE;730780525;SURVADU;6;696;71;;;376;;;;0;0;0;0;0;0;6;0;6.1;4;1;3.74;0;0;0;0;0;0
REA;2021;730000262;CH D'ALBERTVILLE;730002839;SURVADU;8;2462;726;;;1938;;;;11;8;1.42;;;;14;3;13.47;3;2;4.04;;;;1;2;1.73
REA;2021;730004298;HOPITAL PRIVE MEDIPOLE DE SAVOIE;730010048;SURVADU;12;4380;585;;;2479;;;;;19;3.5;;1;0.5;9;2;10;7;0;7;0;5;1.5;1;2;2.18
REA;2021;730012499;GCS CLINIQUE HERBERT;730012481;SURVADU;5;1825;266;;;894;;;;;3;2.5;;1;0.5;6;6;6.78;4;;3.5;;;;1;;0.5
REA;2021;740000237;CH ANNECY-GENEVOIS SITE ANNECY;740781133;AUTSI;11;4015;623;;;2987;;;;0;;;;;;;;;;;;;;;;;
REA;2021;740000237;CH ANNECY-GENEVOIS SITE ANNECY;740781133;REAADU;28;7630;1079;1286;463;6661;15;34;44;0;;;;;;;;;;;;;;;;;
REA;2021;740000237;CH ANNECY-GENEVOIS SITE ANNECY;740781133;SITOT;29;10585;2310;;;7469;;;;;;;;;;;;;;;;;;;;;
REA;2021;740000237;CH ANNECY-GENEVOIS SITE ANNECY;740781133;SIUNV;8;2920;646;;;2351;;;;0;;;;;;;;;;;;;;;;;
REA;2021;740000237;CH ANNECY-GENEVOIS SITE ANNECY;740781133;SURVADU;12;6671;1284;;;5374;;;;0;;;;;;;;;;;;;;;;;
REA;2021;740000237;CH ANNECY-GENEVOIS SITE ANNECY;740781133;SURVENF;4;1460;400;;;988;;;;;;;;;;;;;;;;;;;;;
REA;2021;740000237;CH ANNECY-GENEVOIS SITE ANNECY;740781133;USIC;10;3650;1041;;;2131;;;;0;;;;;;;;;;;;;;;;;
REA;2021;740000302;CH ANNECY-GENEVOIS SITE ST JULIEN EN G;740781133;REAADU;5;391;124;125;6;390;17;30;13;0;;;;;;;;;;;;;;;;;
REA;2021;740000302;CH ANNECY-GENEVOIS SITE ST JULIEN EN G;740781133;SURVADU;3;2519;440;;;1757;;;;0;;;;;;;;;;;;;;;;;
REA;2021;740000328;HOPITAUX DU LEMAN;740790381;REAADU;8;2920;281;288;9;2628;4;34;29;12;2;6.02;6;8;13.43;22;4;24.66;7;4;9.28;;;;1;1;0.6
REA;2021;740000328;HOPITAUX DU LEMAN;740790381;SURVADU;4;1460;233;;;1121;;;;2;3;0.7;1;;0.16;3;2;2.1;2;1;0.85;;;;1;2;1.82
REA;2021;740000328;HOPITAUX DU LEMAN;740790381;SURVENF;4;1460;331;;;914;;;;3;2;0.78;1;1;1.6;2;1;3.17;;;;;;;;;
REA;2021;740014345;HOPITAL PRIVE PAYS DE SAVOIE;740000617;SITOT;2;730;167;;;324;;;;;;;;;;;;;;;;;;;;;
REA;2021;740014345;HOPITAL PRIVE PAYS DE SAVOIE;740000617;SURVADU;10;3650;679;;;2282;;;;16;;16;;;;4;6;9.46;3;4;2.87;;;;;;
REA;2021;740014345;HOPITAL PRIVE PAYS DE SAVOIE;740000617;USIC;2;730;167;;;324;;;;2;;2;;;;;;;;;;;;;;;
REA;2021;740780416;CLINIQUE D'ARGONAY;740000112;SITOT;2;730;178;;;358;;;;;;;;;;;;;;;;;;;;;
REA;2021;740780416;CLINIQUE D'ARGONAY;740000112;SURVADU;8;2920;626;;;1778;;;;;;;0;1;0.5;7;4;10.57;4;0;3.41;;;;;;
REA;2021;740780416;CLINIQUE D'ARGONAY;740000112;USIC;2;730;178;;;358;;;;;2;1;;;;;;;;;;;;;;;
REA;2021;740780424;CLINIQUE GENERALE D'ANNECY;740000120;SURVADU;6;2190;399;;;1300;;;;26;0;4.8;1;0;0.3;6;8;9.6;6;3;9;0;3;0.1;2;0;0.1
REA;2021;740781141;CH ALPES LEMAN;740790258;REAADU;10;3650;512;518;29;3591;24;37;46;7;4;7.48;1;1;0.81;22;6;28.96;12;2;12.52;0;0;0;1;7;4.68
REA;2021;740781141;CH ALPES LEMAN;740790258;SITOT;11;4015;1238;;;3594;;;;;;;;;;;;;;;;;;;;;
REA;2021;740781141;CH ALPES LEMAN;740790258;SIUNV;2;730;240;;;497;;;;1;3;0.33;;;;;;;;;;;;;;;
REA;2021;740781141;CH ALPES LEMAN;740790258;SURVADU;5;1825;117;;;347;;;;2;;0.5;;;;;;;;;;;;;;;
REA;2021;740781141;CH ALPES LEMAN;740790258;SURVENF;4;1460;417;;;1730;;;;2;;0.3;;;;;;;;;;;;;;;
REA;2021;740781141;CH ALPES LEMAN;740790258;USIC;9;3285;998;;;3097;;;;2;2;1.72;0;2;0.98;14;8;18.64;7;4;9.67;0;0;0;0;1;0.14
REA;2021;740781224;HOPITAUX DU MONT BLANC SITE SALLANCHES;740001839;SURVADU;8;2920;869;;;2536;;;;;12;2.55;;1;0.5;10;1;11.28;7;3;8.28;;;;;12;3.22
REA;2021;740781224;HOPITAUX DU MONT BLANC SITE SALLANCHES;740001839;SURVENF;2;730;170;;;543;;;;;5;0.08;;;;;2;0.5;;;;;;;;;
REA;2021;750000499;CH SAINTE ANNE;750062036;REAADU;10;3650;419;432;30;3910;19;31;19;11;6;13.5;1;;1;18;4;26.49;6;9;16.16;;;;3;2;4.83
REA;2021;750000499;CH SAINTE ANNE;750062036;SITOT;10;3650;994;;;3629;;;;;;;;;;;;;;;;;;;;;
REA;2021;750000499;CH SAINTE ANNE;750062036;SIUNV;10;3650;994;;;3629;;;;2;1;1.5;;;;;5;5.98;;10;8.17;;;;;2;1.5
REA;2021;750000499;CH SAINTE ANNE;750062036;SURVADU;4;1460;324;;;1111;;;;0;0;0;;;;;1;1.3;;2;1.99;;;;;;0.02
REA;2021;750000523;GH PARIS SITE SAINT JOSEPH;750150120;REAADU;18;6425;778;841;51;5908;21;44;99;6;;6.06;1;1;0.25;35;1;17.96;16;1;11.19;;;;5;1;3.21
REA;2021;750000523;GH PARIS SITE SAINT JOSEPH;750150120;SITOT;28;10220;2933;;;8273;;;;;;;;;;;;;;;;;;;;;
