BOR;AN;FI;RS;FI_EJ;PALIA_A1;PALIA_A2;PALIA_A3;PALIA_A4;PALIA_A5;PALIA_A6;PALIA_A7;PALIA_A8;PALIA_A9;PALIA_A21;PALIA_A22;PALIA_A23;PALIA_A10;PALIA_A11;PALIA_A12;PALIA_A13;PALIA_A14;PALIA_A15;PALIA_A16;PALIA_A17;PALIA_A18;PALIA_A24;PALIA_A19;PALIA_A20;USP_EFFPL_PM;USP_EFFPL_PMPAL;USP_EFFPL_CADRES;USP_EFFPL_IDE;USP_EFFPL_IDEPAL;USP_EFFPL_AIDES;USP_EFFPL_PSY;USP_EFFPL_PNMAUT;USP_EFFPA_PM;USP_EFFPA_PMPAL;USP_EFFPA_CADRES;USP_EFFPA_IDE;USP_EFFPA_IDEPAL;USP_EFFPA_AIDES;USP_EFFPA_PSY;USP_EFFPA_PNMAUT;USP_ETP_PM;USP_ETP_PMPAL;USP_ETP_CADRES;USP_ETP_IDE;USP_ETP_IDEPAL;USP_ETP_AIDES;USP_ETP_PSY;USP_ETP_PNMAUT;EMSP_EFFPL_PM;EMSP_EFFPL_PMPAL;EMSP_EFFPL_CADRES;EMSP_EFFPL_IDE;EMSP_EFFPL_IDEPAL;EMSP_EFFPL_AIDES;EMSP_EFFPL_PSY;EMSP_EFFPL_PNMAUT;EMSP_EFFPA_PM;EMSP_EFFPA_PMPAL;EMSP_EFFPA_CADRES;EMSP_EFFPA_IDE;EMSP_EFFPA_IDEPAL;EMSP_EFFPA_AIDES;EMSP_EFFPA_PSY;EMSP_EFFPA_PNMAUT;EMSP_ETP_PM;EMSP_ETP_PMPAL;EMSP_ETP_CADRES;EMSP_ETP_IDE;EMSP_ETP_IDEPAL;EMSP_ETP_AIDES;EMSP_ETP_PSY;EMSP_ETP_PNMAUT
PALIA;2021;600100275;LE CHATEAU DU TILLET;750034589;1;7;7;0;76;0;;;;;;;1;76;0;0;0;0;0;0;76;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;3;3;1;1;4;0.1;;0.2;0.3;0.3;0.1;0.1;0.2
PALIA;2021;600100754;POLYCLINIQUE SAINT CÔME;600000228;1;8;4;0;60;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;600113476;CH CHICN COMPIÈGNE;600100721;1;19;2;0;319;1;1;12;251;;;;1;9824;25;;1314;581;401;335;794;;48;20;0;0;0;9;3;11;1;1;5;2;1;5;3;2;1;0;3.66;1.3;0.8;12.09;4.58;12.53;1.64;1.02;0;0;0;0;0;0;0;1;3;1;1;4;1;0;2;0;1.91;0.5;0.1;2.95;0.4;0;1.04;1
PALIA;2021;610000044;CENTRE HOSPITALIER DE L'AIGLE;610780074;1;4;0;0;75;0;;;;;;;1;1252;8;3;60;13;0;40;169;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0.8;0;0;0.68;0
PALIA;2021;610000051;CHICAM - SITE ALENCON;610780082;0;;;;;0;;;;;;;1;597;17;7;672;148;187;353;563;0;28;18;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;1;;1;;0;;;;;;;2;1;1;;1;1;;1;0.6
PALIA;2021;610000069;CENTRE HOSPITALIER D'ARGENTAN;610780090;1;4;;;202;0;;;;;;;1;1149;4;1;499;32;81;386;159;0;29;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;;2;1;;;;;1;;0.25;0.15;;2;1;;0.74;
PALIA;2021;610000077;CH MARGUERITE DE LORRAINE-MORTAGNE;610780124;1;3;;;55;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;610000085;HOPITAL LOCAL - BELLEME;610780132;1;1;1;;15;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;610000093;CENTRE HOSPITALIER - SEES;610780140;1;5;0;0;29;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;610000119;CH -JACQUES MONOD- - FLERS;610780165;1;8;;;259;0;;;;;;;1;717;18;27;1294;336;105;517;481;;0;10;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0.3;0;0;1;0;1;0;0;0;0;0;0;0;0;1;2;1;0;0;1;0;0;0;1;0.5;0;0;0.86;0;0;1;1.46
PALIA;2021;610780108;CHIC DES ANDAINES - DOMFRONT;610790594;1;3;;;10;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;610780116;CHIC DES ANDAINES - LA FERTE MACE;610790594;1;3;;;50;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;620000034;CH ARRAS;620100057;1;8;5;;277;0;;;;;;;1;3016;17;3;14;;;;352;;5;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;;;;;1;1;;1;;;1;1;1.55;1.55;0.2;1.5;;;0.6;0.08
PALIA;2021;620000059;CH BAPAUME;620100073;1;5;5;;31;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;620000067;CENTRE HOSPITALIER DU TERNOIS;620100081;1;5;5;;23;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;620000224;CH BETHUNE;620100651;0;;;;;1;1;9;227;;;28;1;3900;30;7;1441;155;477;809;679;0;0;22;;;;8;;8;;4;3;3;1;1;;1;1;2;2;2;0.4;8.5;;7.48;0.18;2.66;1;1;;2;;;;1;3;2;1;1;;;4;1;2;2;0.1;2.3;;;2.15;0.6
PALIA;2021;620000240;CH HENIN BEAUMONT;620100677;1;3;;;34;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;620000257;CH LENS;620100685;0;;;;;1;1;10;312;;;20;1;3533;10;3;719;41;187;0;561;0;0;29;1;1;;7;;10;0;0;2;2;1;2;;0;2;1;2;2;0.4;8.38;;10.04;1.02;0.47;0;0;;2;;;;;2;2;0;0;;;1;1;1.6;1.2;0.1;2;;;0.8;0.47
PALIA;2021;620000299;CH AIRE SUR LA LYS;620101295;1;4;4;;41;0;;;;;;;1;130;3;1;130;75;55;;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;1;;;1;;;;1;0.25;;;0.25;;;;0.1
PALIA;2021;620000323;CH CALAIS;620101337;0;;;;;1;1;10;361;;;;1;2819;11;2;213;;;;532;0;;;;;;9;;9;;3;6;;;8;;2;2;2;2.41;;;9.13;;8.73;0.49;3;;;;;;;;;7;;;5;;;1;;1.07;;;4.6;;;1;
PALIA;2021;620000349;CH REGION DE ST OMER;620101360;1;5;2;0;33;1;1;10;350;;;13;1;2053;11;2;472;51;355;66;511;0;32;0;1;1;;9;;8;;1;2;1;1;0;;1;1;1;2;1.8;0.6;8.07;;7.15;0.45;1.76;1;;;1;;;;;1;;1;1;;;2;1;1.4;;0.1;1.8;;;0.95;0.2
PALIA;2021;620000653;CH BOULOGNE-SUR-MER;620103440;1;13;4;0;187;0;;;;;;;1;4300;17;2;34;3;19;12;597;4;7;5;;;;;;;;;;;;;;;;;;;;;;;;;2;;;1;;;;;;;;1;;;1;2;1.9;;;1.8;;;0.8;0.7
PALIA;2021;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;1;2;;;66;0;;;;;;;1;2318;7;;97;;97;;333;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;;;;;1;;1;;;1;1;1;1.16;1;0.05;1;;0.56;0.7;0.4
PALIA;2021;620003350;HOPITAL DE RIAUMONT;620001834;1;10;3;7;141;0;;;;;;;1;706;27;4;2277;1851;426;;463;0;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;2;2;;1;2;0.91;0.91;;1.06;1.06;;0.53;0.55
PALIA;2021;620003376;POLYCLINIQUE MED CHIR D'HENIN-BEAUMONT;620001834;0;;;;;0;;;;;;;1;126;;;;;;;116;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;2;2;;1;;0.47;;;0.94;0.94;;0.47;
PALIA;2021;620012948;CLINIQUE MAHAUT DE TERMONDE;620000265;0;;;;;1;2;10;0;109;;;0;;;;;;;;;;;;2;2;;6;1;8;;;;;1;2;2;;2;7;2;2;0.33;7;2;6.35;0.8;2.02;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;620025346;POLYCLINIQUE DE LA -CLARENCE-;620001834;1;5;;;24;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;620100099;HOPITAL PRIVE ARRAS LES BONNETTES;620014779;0;;;;;1;1;12;305;;;43;0;;;;;;;;;;;;;;;12;1;8;;;5;5;1;;;;1;3;1.75;1.75;0.5;12;1;8;0.3;1.2;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;620100487;CLINIQUE DES ACACIAS;620000125;0;;;;;1;2;10;0;122;;4;0;;;;;;;;;;;;1;1;2;5;3;7;;2;;;;2;;1;1;1;1;1;0.75;6.3;3;7.55;0.5;1.3;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;620101311;CLINIQUE DES 2 CAPS;620027763;1;2;0;0;82;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;620102954;SSR FILIERIS BULLY LES MINES SURGEON;750050759;1;5;5;;8;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;620105940;POLYCLINIQUE DU TERNOIS;620000950;1;4;0;0;23;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;620106203;SSR FILIERIS BRUAY BUISSIERE ROSERAIE;750050759;1;4;4;0;12;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;620117606;SSR FILIERIS AUCHEL LA MANAIE;750050759;1;4;4;0;0;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;620118513;CENTRE MCO COTE D'OPALE;620002915;0;;;;;1;1;10;263;;;;0;;;;;;;;;;;;1;1;1;6;;6;1;1;;;;;;;;;1.17;1.17;0.33;6.96;;6.53;0.33;0.33;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;630000016;CH DU MONT DORE;630180032;1;3;0;0;15;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;1;6;;;23;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;630000412;CH D'AMBERT;630780997;1;2;0;0;43;0;;;;;;;1;1649;9;0;237;0;104;133;253;0;973;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;1;;1;;;0.4;;0.1;0.6;;0.8;;1
PALIA;2021;630000420;CH PAUL ARDIER ISSOIRE;630781003;1;8;0;0;210;0;;;;;;;1;1456;19;6;1145;865;230;39;566;0;62;16;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;1;1;0;0;0;1;1;0;1;1;0;2;1;1.4;1.4;0;1.5;1.5;0;0.5;0.5
PALIA;2021;630000446;CH DE THIERS;630781029;1;2;0;0;49;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;;;;
PALIA;2021;630000479;CENTRE LUTTE CONTRE LE CANCER J.PERRIN;630781110;1;12;0;0;131;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;630000560;CH BILLOM;630781367;1;5;2;;48;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;630780179;CTRE HOSPITALISATION DE CHANAT;630011534;1;9;9;0;56;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;630780211;POLE SANTE REPUBLIQUE;630000107;1;5;0;0;78;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;630780526;ASSO. -LES SAPINS- - CENTRE MEDICAL;630009991;1;12;12;;135;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;630781268;HOPITAL ESTAING - CHU63;630780989;1;11;;1;9;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;630781755;CENTRE MEDICAL INFANTILE DE ROMAGNAT;630011518;1;6;6;;28;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;630781839;HOPITAL PRIVE LA CHATAIGNERAIE;630000826;1;4;;;74;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;630783538;HOPITAL LOUISE MICHEL - CHU63;630780989;1;2;2;;33;1;1;14;236;;;;1;1690;36;10;224;150;64;10;1106;0;17;85;3;3;1;9;3;13;1;3;1;1;0;4;3;4;1;2;2.3;2.3;1;12.1;5.34;15.79;1.5;4.02;2;2;;1;1;;;;0;0;;1;1;;1;2;1.9;1.9;;2.7;1.8;;0.5;0.66
PALIA;2021;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;1;8;0;0;166;0;;;;;;;1;3661;4;4;1160;312;220;628;888;;138;12;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;1;;3;;;3;;;1;3;2.6;;;1.78;;;1.6;1
PALIA;2021;640000402;CENTRE HOSPITALIER D'ORTHEZ;640780813;1;8;0;0;178;0;;;;;;;1;1306;13;1;1219;35;80;74;444;0;40;36;;;;2;;3;;;3;;1;2;;3;1;4;1.4;;0.25;3.56;;3.93;0.17;1.15;;;;1;;;;;;;;1;;;1;1;0.6;0.2;0.21;1.8;;;0.28;0.5
PALIA;2021;640000410;CENTRE HOSPITALIER OLORON;640780821;1;5;;;72;0;;;;;;;1;1338;;;293;;;;269;;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;1;1;1;1;;;1;1;0.5;0.5;0.3;1.1;1;;0.33;0.3
PALIA;2021;640000600;CENTRE HOSPITALIER DE PAU;640781290;1;7;0;0;149;1;1;14;538;;;;1;6616;21;6;911;177;232;402;807;;55;51;;;1;8;;8;1;4;4;;;4;;4;;3;2.26;;0.5;11.41;;10.77;0.75;5.17;1;;1;2;;;2;3;1;;;;;;;;1.3;;0.5;1.8;;;1.8;0.8
PALIA;2021;640018206;CAPIO CLINIQUE BELHARRA;640012209;1;7;;;265;0;;;;;;;0;;;;;;;;;;;;;;;0;;0;;;;;;;;;;;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;640780490;CAPIO CLINIQUE AGUILERA;640000212;1;5;;;11;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;640780623;CENTRE MEDICAL ANNIE ENIA;640000287;1;3;3;0;620;1;1;15;294;0;0;0;0;;;;;;;;;;;;2;;;;;;;;;;3;28;;24;1;;1.8;;0.42;9.43;;9.12;0.67;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;640780714;SSR CONCHA BERRI;690793195;1;5;5;;32;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;640780748;POLYCLINIQUE CÔTE BASQUE SUD;640000360;1;4;;;85;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;640780904;LE NID BEARNAIS - SSR PEDIATRIQUE;750721334;1;4;4;0;58;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;640780938;POLYCLINIQUE MARZET;640000451;1;10;;;173;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;650000045;CH LOURDES;650780158;1;4;2;0;110;0;;;;;;;1;2065;6;1;70;0;59;11;301;0;28;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;1;;;;;;;;0.4;;;0.95;;;;0.2
PALIA;2021;650000052;CH BAGNERES DE BIGORRE;650780166;1;2;2;;31;0;;;;;;;1;656;2;3;186;;;;173;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;3;;;1;;0.2;;;0.75;;;0.2;
PALIA;2021;650000060;CH LANNEMEZAN;650780174;1;2;0;0;41;0;;;;;;;1;553;15;3;350;0;18;332;230;0;23;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;1;;;;1;0.46;;;0.8;;;;0.25
PALIA;2021;650000078;CH LE MONTAIGU;650780190;1;2;2;;2;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;650000417;CH BIGORRE SITE GESPE TARBES;650783160;1;8;4;0;310;0;;;;;;;1;2193;2;3;518;257;26;235;592;0;59;50;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;1;1;;;;;;;;;1;;;1;;;0.6;0.2
PALIA;2021;650780141;CH BIGORRE SITE AYGUEROTE TARBES;650783160;1;2;2;0;21;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;650780182;CH BIGORRE SITE VIC EN BIGORRE;650783160;1;2;2;0;27;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;650780398;CENTRE SSR MGEN L'ARBIZON;750005068;1;4;4;;1777;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;650780679;POLYCL DE L'ORMEAU SITE CENTRE;650000243;1;10;;;211;1;1;10;211;;;;1;5753;;;;;;;357;;1;50;1;;;8;3;9;1;2;;;1;2;;;;1;1;0.5;0.5;9;3;9;1;2.5;1;;;;;;1;2;;;1;1;;;;1;0.24;;0.5;0.5;;;1;2.5
PALIA;2021;660000084;CH PERPIGNAN;660780180;1;8;0;0;94;0;;;;;;;1;1232;13;12;382;49;34;299;736;0;36;29;;;;;;;;;;;;;;;;;;;;;;;;;2;1;;2;1;;;;;;;;;;1;1;2;1;;1.98;1;;0.5;0.42
PALIA;2021;660000167;CH PRADES;660780271;1;3;;;31;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;660009689;GCS POLE SANITAIRE CERDAN;660010059;1;3;0;0;48;0;;;;;;;1;10;2;3;10;1;2;7;8;;;2;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;0.1;;;;;;;
PALIA;2021;660010174;PSR SITE BOUFFARD VERCELLI PERPIGNAN;110786324;1;3;3;;6;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;660780099;SSR CL AL SOLA;660000043;1;3;3;0;146;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;660780156;CSSR LE VALLESPIR;340015171;1;8;;;107;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;660780743;CL ST JOSEPH DE SUPERVALTECH;660000373;1;4;4;;134;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;660780784;CL ST PIERRE;660000407;1;8;0;0;221;0;;;;;;;1;171;24;11;656;117;76;463;427;;;77;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;;;;1;;;;1;;;1;1;1;1;;1.5;;;0.8;1.5
PALIA;2021;660790387;POLYCL MEDIPOLE ST ROCH;660790379;1;5;0;0;891;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;670000025;HOPITAL CIVIL / NOUVEL HOPITAL CIVIL;670780055;1;13;;;46;1;1;10;167;;;31;0;;;;;;;;;;;;1;1;;6;1;4;1;4;2;2;1;2;;5;1;3;1.5;1.5;0.5;7.6;0.83;8.2;1.08;5.8;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;670000157;CENTRE HOSPITALIER DE HAGUENAU;670780337;1;9;4;;22;1;1;8;165;;;65;1;456;8;18;230;7;9;214;476;0;33;7;1;1;0;4;;1;0;3;0;0;1;6;;1;1;1;1;1;0.25;9.06;;2.54;0.5;2.8;2;2;0;2;;;0;0;0;0;3;1;;;1;2;2;2;0.5;2.03;;;0.5;1.3
PALIA;2021;670000215;HOPITAL DU NEUENBERG;680000643;1;4;;;52;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;670000272;CH INTERCOMMUNAL DE LA LAUTER;670780543;1;3;3;0;53;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;670000306;CENTRE HOSPITALIER DÉPARTEMENTAL;670780584;1;5;2;;34;1;1;10;129;;;;1;288;27;9;287;10;101;176;257;0;15;30;1;;1;8;;5;;;1;;;1;;2;1;;1.38;;0.2;7.47;;5.1;0.5;;1;1;1;;;;;;;;;1;;;1;;1;1;0.05;0.5;;;0.5;
PALIA;2021;670000348;HOPITAL LOCAL DE MOLSHEIM;670780642;1;2;2;0;17;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;670000371;HOPITAL LOCAL DE ROSHEIM;670780675;1;2;2;0;11;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;670000397;CENTRE HOSPITALIER DE SELESTAT;670017755;1;4;;;19;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;670002278;CLINIQUE DU RIED;920030269;1;5;5;;6;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;670014992;MAISON DE SANTE AMRESO BETHEL;670780139;1;3;3;0;56;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;670017458;CLINIQUE RHENA ASSOCIATION;670017441;1;8;8;0;1;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;670020098;GCS ICANS SITE HTP2/ICANS - ET EXPL;670016914;1;10;0;0;176;0;;;;;;;1;722;;;;;;;509;;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;4;;1;2;4;1;;0;1;;0;0;2;1.18;;0.25;2.51;;0.2;1.42;4.12
PALIA;2021;670780170;CLINIQUE DE L'ORANGERIE;670000116;1;7;;;169;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;670780600;CENTRE MEDICAL CERRAN LIEBFRAUENTHAL;670013754;1;4;;;10;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;670783133;HOP ROBERTSAU/PAVILLON SCHUTZENBERGER;670780055;1;2;2;;;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;670783273;HOPITAL DE HAUTEPIERRE;670780055;1;4;;1;11;0;;;;;;;1;916;42;15;662;102;44;516;774;4;168;674;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;2;2;;;1;3;3;1;2;1;;2;2;3.6;3.6;0.5;3.3;2.67;;1.3;2.1
PALIA;2021;670797539;CLINIQUE DE LA TOUSSAINT;670014604;1;12;12;;56;1;1;8;148;;;;1;280;31;;464;22;84;358;370;;28;135;;;1;6;;5;;;3;;;3;;2;;;0.73;;1;7.55;;6.25;;;1;;1;;;;;;1;;;;;;1;;1.8;;1;;;;0.75;
PALIA;2021;680000130;CENTRE DE READAPTATION DE MULHOUSE;680000353;1;1;1;0;7;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;680000189;SAINT JEAN CENTRE SSR;680000643;1;2;2;;16;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;680000221;HOPITAL SAINT-VINCENT;670781293;1;2;2;;14;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;680000312;SSR POLE DE GERONTOLOGIE SAINT DAMIEN;680015963;1;2;2;0;24;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;680000544;CENTRE HOSPITALIER D'ALTKIRCH;680020336;1;4;;;1;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
